NAME,the_geom,TEL,URL,ADDRESS1,ADDRESS2,CITY,ZIP
China 2000,POINT (-73.97319626715543 40.76285383147861),(212) 588-1198,http://newyork.jadynave.com/view/comid/27328378/where/New+York-NY/comname/China-2000,5 E 57th St,,New York,10022
China 2000 Fine Arts,POINT (-73.95334298863992 40.76900975698234),(212) 472-9800,http://www.china2000fineart.com/,434A East 75th Street,,New York,10021
Chinatown Frame & Art Inc,POINT (-73.99658767895113 40.71670513429927),(212) 219-2828,http://local.botw.org/New_York/New_York/Chinatown_Frame_and_Art_Inc/157823519.html,40 Elizabeth St,,New York,10013
Chinoh Art Gallery,POINT (-73.99315955728967 40.73615406197117),(212) 255-0377,http://web2.userinstinct.com/30816040-chinoh-art-gallery.htm,69 5th Ave,,New York,10003
Chowder Inc,POINT (-73.9928117143286 40.73915340718913),(212) 352-0202,http://www.chowderinc.com/,15 W 18th St,,New York,10011
Christiane Nienaber Contemporary Art,POINT (-73.99227383034534 40.72199731357535),(212) 358-0577,http://www.rateitall.com/i-409436-christiane-nienaber-contemporary-art.aspx,191 Chrystie St,,New York,10002
Christine Burgin Gallery,POINT (-73.99954508014842 40.741998855079025),(212) 462-2668,http://www.christineburgin.com/,243 W 18th St,,New York,10011
Cinque Gallery,POINT (-73.99759293518275 40.723977353489985),(212) 966-3464,http://www.nyc-arts.org/organizations/view/id/125,560 BROADWAY,,New York,10012
Claire Oliver Fine Arts Inc,POINT (-74.00338485238753 40.750088833951594),(212) 929-5949,http://www.claireoliver.com/,513 West 26th Street,,New York,10001
Clampart,POINT (-74.0046388004567 40.74977517556294),(646) 230-0020,http://www.nileguide.com/destination/florence/things-to-do/clampart/385759,531 W 25th St,,New York,10001
Clementine Gallery,POINT (-74.00610794104533 40.75209329454193),(212) 243-5937,http://www.clementine-gallery.com/,623 W 27th St,,New York,10001
Clinton Hill Simply Art & Framing,POINT (-73.96081858855342 40.69419973833638),(718) 857-0074,http://clintonhillframe.blogspot.com/,583 Myrtle Ave,,Brooklyn,11205
Coda Gallery,POINT (-74.00156428959271 40.7228952359004),(212) 334-0407,http://www.codagallery.com,472 Broome St,,New York,10013
Cole Sylvan Gallery,POINT (-73.97735639962028 40.764657700242466),(212) 333-7760,http://www.merchantcircle.com/business/Cole.Sylvan.Gallery.212-333-7760,101 W 57th St,,New York,10019
College of Staten Island - Center for the Arts,POINT (-74.14969498644858 40.59966211624753),(718) 982-2000,http://www.cfashows.com/,2800 Victory Blvd.,,Staten Island,10314
Columbia University - Miriam and Ira D.Wallach Art Gallery,POINT (-73.96041689796523 40.80854103175546),(212) 854-7288,http://www.columbia.edu/cu/wallach/,1190 Amsterdam Ave,Schermerhorn Hall,New York,10025
Columbus Art Gallery Inc,POINT (-73.97130508413868 40.78831274243924),(212) 875-1678,http://columbusartgallery.net/home%201.html,588 Columbus Ave,,New York,10024
Columbus Circle Gallery,POINT (-73.98122765129693 40.767337596838594),(212) 489-6694,http://www.yelp.com/biz/columbus-circle-gallery-new-york,1800 Broadway,,New York,10019
Commerce Graphics Ltd Inc,POINT (-73.95232972645383 40.76774167526338),(212) 517-7648,http://www.commercegraphics.com/,504 E 74th St,,New York,10021
Common Ground,POINT (-73.99533452627297 40.7386880809658),(212) 620-3122,http://artguide.net/jfk/data/g114640.htm,55 W 16th St,,New York,10011
Conner Rosenkranz,POINT (-73.96490958939056 40.77346565558056),(212) 517-3710,http://www.crsculpture.com/,19 E 74th St,,New York,10021
Contemporary African Art,POINT (-73.96880031818482 40.80321373735236),(212) 749-8848,http://www.contempafricanart.com/,330 W 108th St,,New York,10025
Contemporary art gallery in Chelsea. Wooster Gardens,POINT (-73.99759430263842 40.72367259056902),(212) 929-2262,http://www.nyc.com/arts__attractions/wooster_gardens.157/editorial_review.aspx,558 Broadway,,New York,10012
Cook Fine Art,POINT (-73.96110242662888 40.77724263728855),(212) 737-3550,http://www.cookfineart.net/,1063 Madison Ave,,New York,10028
Coploff Gallery,POINT (-74.00455453174276 40.75002046684971),(212) 674-1024,http://www.artincontext.org/gallery/gallery_main.aspx?id=974,526 W. 26th Street,,New York,10001
Cordier & Ekstrom Inc,POINT (-73.95352973471765 40.76951265923006),(212) 988-8857,http://66.111.11.24/arts__attractions/coploff_gallery.1580/editorial_review.aspx,417 E 75th St,,New York,10021
"Corning Gallery at Steuben, The",POINT (-73.97028166426591 40.76449624945973),(646) 497-3744,http://www.cmog.org/dynamic.aspx?id=1670,667 Madison Ave.,,New York,10017
Cowles Charles Gallery Inc,POINT (-74.00542084214204 40.74933735680623),(212) 925-3500,http://www.cowlesgallery.com/,537 W 24th St,,New York,10011
Creative Art USA Inc,POINT (-74.0049746202106 40.726154556319926),(212) 727-7119,http://www.nyc.com/arts__attractions/creative_art_usa_inc.776/editorial_review.aspx,30 Vandam St,,New York,10013
Crg Art Gallery,POINT (-74.00613861893268 40.747791970281675),(212) 229-2766,http://www.crggallery.com/,535 W 22nd St,,New York,10011
Criswick Assoc,POINT (-73.97180489195577 40.749019477708224),(212) 490-2337,http://www.hotfrog.com/Companies/Criswick-Assoc_8029757,325 E 41st St,Apt 1108,New York,10017
Crown Art Gallery Inc,POINT (-73.98510259493322 40.7606295440217),(212) 757-8255,http://www.manta.com/coms2/dnbcompany_9bq07c,1609 Broadway,,New York,10019
Crystal Art Gallery,POINT (-73.9884446804236 40.74413705033391),(212) 725-5668,http://www.nyc.com/arts__attractions/crystal_art_gallery.693/editorial_review.aspx,230 5th Ave,,New York,10001
Cuban Art Space,POINT (-73.99422632616184 40.748659539526265),(212) 242-0559,http://www.cubanartspace.net/gallery/index.php,231 West 29th Street,4 Fl,New York,10001
Cuchifritos,POINT (-73.98763036458672 40.719134872515085),(212) 598-4124,http://www.aai-nyc.org/cuchifritos/titlepage.html,120 Essex St,,New York,10002
Culture Art Gallery Llc,POINT (-74.0013730500698 40.72477529364541),(212) 226-8921,http://hi.nelso.in/us/place/51090/,415 W Broadway,,New York,10012
Culture Crossing Inc,POINT (-73.95466929760467 40.785582110662745),(212) 427-2220,http://www.city-data.com/businesses/672748084-culture-crossing-inc-new-york-ny.html,40 E 94th St,Apt 29D,New York,10128
Curatorial Art Advisory Service,POINT (-73.991839113497 40.73721433725364),(212) 463-0586,http://www.nyc.com/arts__attractions/curatorial_art_advisory_service.1721/editorial_review.aspx,5 E 16th St,,New York,10003
Cypher Editions,POINT (-74.0030602341102 40.721523477818316),(212) 274-0272,http://www.nyc.com/arts__attractions/cypher_editions.962/editorial_review.aspx,22 Wooster St,Apt 5,New York,10013
Czech Center,POINT (-73.95642199661727 40.76912228742895),(646) 422-3399,http://www.czechcenter.com/,321 E 73rd St,,New York,10021
Dactyl Foundation for the Arts,POINT (-74.00318448262557 40.72232071981226),(212) 219-2344,http://www.dactyl.org/,64 Grand St.,,New York,10013
Dai Ichi Arts,POINT (-73.96959312029144 40.753954555993076),(212) 230-1680,http://www.daiichiarts.com/,249 E 48th St,,New York,10017
Dalva Brothers Inc,POINT (-73.96290104490528 40.77466684832077),(212) 717-6600,http://www.dalvabrothers.com/,52 East 77th Street,,New York,10075
D'amelio-Terras,POINT (-74.0055520248167 40.74761065159657),(212) 352-9460,http://www.damelioterras.com/home.html?dt=1,525 W 22nd St,,New York,10011
Damp Frog Productions Inc,POINT (-73.99227135502149 40.714570461315674),(212) 226-6361,http://www.merchantcircle.com/business/Damp.Frog.Productions.Inc.New.York.NY.212-226-6361,1 Orchard St,,New York,10002
Danese,POINT (-74.00526783363229 40.74917263162958),(212) 223-2227,http://www.danesegallery.com/Main/Introduction.html,535 W 24th St,,New York,10011
Danette Koke Fine Art,POINT (-74.00855042211563 40.736795505405766),(212) 206-6566,http://danettekokefineart.com/,55 Bethune St,# 318-C,New York,10014
Daniel H Roberts Studio,POINT (-74.00910862531528 40.723234499825296),(617) 728-4477,http://www.danielroberts.com/phpwcms/index.php,9 Desbrosses Street,,New York,10013
David Killen Fine Arts,POINT (-73.95066796118358 40.782015393252806),(212) 426-0079,http://www.city-data.com/businesses/579455585-david-killen-fine-arts-new-york-ny.html,1641 3rd Ave,,New York,10128
David Nolan New York,POINT (-74.00267817786079 40.752214461415825),(212) 925-6190,http://www.davidnolangallery.com/,527 W 29th St,,New York,10001
Davis Leron Galries,POINT (-73.96910832179955 40.76723679475443),(212) 838-0333,http://www.yelp.com/biz/davis-leron-galries-new-york,746 Madison Ave,,New York,10021
DC Moore Gallery,POINT (-73.97447205322294 40.76266950704102),(212) 247-2111,http://www.dcmooregallery.com/,724 5th Ave,,New York,10019
Dca Gallery,POINT (-74.00542351894609 40.74755765301907),(212) 255-5511,http://ny.serviceslisted.com/1654364-DCAGallery.htm,525 W 22nd St,,New York,10011
De Nagy Tibor Art Gallery,POINT (-73.97457852897854 40.76270743101199),(212) 262-5050,http://www.tibordenagy.com/,724 5th Ave,,New York,10019
Dean Andree M,POINT (-73.9570627331135 40.77982311306998),(212) 831-0402,http://m.nyc.com/arts__attractions/dean_andree_m.555/map_location.aspx,1035 Park Ave,,New York,10028
Debs & Co,POINT (-74.00385234258083 40.750174752747),(212) 643-2070,http://www.debsandco.com/jacir_times.html,531 W 26th St,,New York,10001
Greer Gallery Inc,POINT (-74.00186315287489 40.7239389109311),(212) 431-6025,http://www.merchantcircle.com/business/Greer.Gallery.Inc.212-431-6025,81 Wooster St,,New York,10012
Grimm Jay Gallery,POINT (-74.00212168209907 40.7510595149452),(212) 564-7662,http://www.jaygrimm.com/,505 W 28th St,,New York,10001
Guggenheim Asher Assocs Inc,POINT (-73.9990622110042 40.7372488643944),(212) 242-5767,http://web2.userinstinct.com/30816383-guggenheim-asher-associates-inc.htm,138 W 13th St,,New York,10011
Guggenheim Asher Assocs Inc,POINT (-73.99910998490243 40.73718457573518),(212) 772-3888,http://ny.serviceslisted.com/1654994-GuggenheimAsherAssociatesInc.htm,138 W 13th St,,New York,10011
Guy Regal Ltd,POINT (-73.96495626685143 40.76188643835601),(212) 888-2134,http://guyregalltd.1stdibs.com/store/furniture_search.php?FRID=lWqTYm5qlZiY,223 E 60th St,,New York,10022
Hall & Knight U S A Ltd,POINT (-73.96794454875419 40.768910155623715),(212) 772-2266,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Hall-Knight-USA-LTD-l496249.html,21 E 67th St,,New York,10021
Hammer Galleries,POINT (-73.975734568345 40.76401470369091),(212) 644-4400,http://www.hammergalleries.com/html/home.asp,33 W 57th St,,New York,10019
Hanover Sq Gallery,POINT (-73.97128381308526 40.676988341293075),(212) 344-4406,http://www.artnet.com/gallery/116829/hanover-square-gallery.html,202 Park Place,,Brooklyn,11238
Harari & Johns Inc,POINT (-73.95977553480449 40.778105575324446),(212) 772-3380,http://local.yahoo.com/info-11138048-harari-john-s-new-york,63 E 82nd St,,New York,10028
Harlan & Weaver Intaglio,POINT (-73.99305508913066 40.71550207928403),(212) 925-5421,http://www.harlanandweaver.com/about.htm,83 Canal St,,New York,10002
Harlem Art Gallery,POINT (-73.94805168745432 40.8036180850416),(212) 831-5333,http://wap.outalot.com/listings/286483-Harlem-Art-Gallery,86 W 119th St,,New York,10026
Hazlitt Gooden & Fox,POINT (-73.9640012351852 40.77471647280008),(212) 772-1950,http://www.hazlittgoodenandfox.com/,17 E 76th St,,New York,10021
Healing Arts,POINT (-73.96002001571911 40.71967845207522),(718) 384-6773,http://www.nyc.com/arts__attractions/healing_arts.1604/editorial_review.aspx,135 Wythe Ave.,,Brooklyn,11211
Heilman Phillip Douglas,POINT (-73.92493699902394 40.6984896734577),(212) 787-1759,http://philipdouglasfineart.com,1336 Dekalb Ave,,Brooklyn,11221
Heller Gallery,POINT (-74.0067206428654 40.74120764729715),(212) 414-4014,http://www.hellergallery.com/index.php,420 W. 14th St.,,New York,10014
Helly Nahmad Gallery Inc,POINT (-73.96323779489721 40.774416430969474),(212) 879-2075,http://www.hellynahmadgallery.com/,975 Madison Ave,,New York,10021
Hemingway African Gallery,POINT (-73.9655457665656 40.7581241408079),(212) 838-3650,http://www.hemingwaygallery.com/,1050 2nd Ave,,New York,10022
Henoch Gallery,POINT (-74.0053147575198 40.75002818583608),(917) 305-0003,http://www.galleryhenoch.com/,555 W 25th St,,New York,10001
Hirschl & Adler Galleries,POINT (-73.96647641081128 40.77076084144848),(212) 535-8810,http://www.hirschlandadler.com/,21 E. 70th St.,,New York,10021
Historical Design Collection Inc,POINT (-73.96284773040335 40.761389379957556),(212) 593-4528,http://web2.userinstinct.com/30816408-historical-design-collection-inc.htm,306 E 61st St,,New York,10021
Hochman Irena Fine Art Ltd,POINT (-73.96078341201554 40.77848561052193),(212) 772-2227,http://www.artinfo.com/galleryguide/19384/5933/irena-hochman-fine-art-ltd/visit/,1100 Madison Ave,Ph,New York,10028
HOFFELD JEFFREY & CO,POINT (-73.94890830099149 40.77816244331415),(212) 996-6339,http://www.nyc.com/arts__attractions/hoffeld_jeffrey__co.469/map_location.aspx,360 E 88TH ST,,New York,10128
Holmberg I,POINT (-73.98065901634286 40.75150284613401),(212) 545-9155,http://local.yahoo.com/info-11081229-irmeli-holmberg-gallery-new-york,280 Madison Ave,,New York,10016
Honda Fine Art,POINT (-73.99246319880072 40.72642837625517),(212) 477-4086,http://www.yellowbot.com/honda-fine-art-new-york-ny.html,55 Great Jones St,,New York,10012
Hoorn-Ashby Gallery,POINT (-73.96860379433987 40.767882883252746),(212) 628-3199,http://www.hoornashby.com/,766 Madison Ave,,New York,10021
Horan Vivian Fine Art,POINT (-73.9670738408604 40.768537070095064),(212) 517-9410,http://www.vivianhoran.com/,35 E 67th St,,New York,10021
Horus Art Enterprises,POINT (-73.96351076201721 40.764803819817715),(212) 688-8729,http://www.nyc.com/arts__attractions/horus_art_enterprises.355/whats_nearby.aspx,200 E 65th St,,New York,10021
Howard Greenberg Gallery,POINT (-73.97186782969052 40.76244504777328),(212) 334-0010,http://www.howardgreenberg.com/,41 E 57th St,,New York,10022
Howard Nowes Ancient Art,POINT (-73.98814826963647 40.74691119903928),(917) 339-0620,http://www.howardnowes.com/,1220 Broadway,,New York,10001
Howard Scott Gallery,POINT (-73.95345448354107 40.77461119589775),(212) 472-5171,http://www.howardscottgallery.com/,303 East 81st Street,,New York,10028
Hubert Gallery,POINT (-73.96187638479367 40.776947514032074),(212) 628-2922,http://www.hubertgallery.com/,1046 Madison Ave,,New York,10075
Hubert Gallery North,POINT (-73.96193403425211 40.776872063779045),(212) 535-9723,http://www.nyc.com/arts__attractions/hubert_gallery_north.674/editorial_review.aspx,1046 Madison Ave,,New York,10021
Hut Gallery the,POINT (-73.98698065821226 40.688071767104695),(718) 222-9519,http://home.vicnet.net.au/~thehut/,84 Hoyt St,,Brooklyn,11201
Hutton Leonard Galleries,POINT (-73.97191597124912 40.76237510383545),(212) 751-7373,http://www.leonardhuttongalleries.com/,41 E 57th St,,New York,10022
Hutton Leonard Galleries Facs,POINT (-73.97196242180334 40.76231286147938),(212) 751-7373,http://www.leonardhuttongalleries.com/,41 E 57th St,,New York,10022
Hw Gerst,POINT (-73.96458035810642 40.77531717502446),(212) 288-3400,http://www.localartdealers.com/New-York/Hw-Gerst-12176.html,955 5th Ave,,New York,10021
I & L Image Corp,POINT (-74.00694991806704 40.74654218708572),(212) 627-4649,http://local.botw.org/New_York/New_York/I_and_L_Image_Corp/6719000.html,529 W 20th St,,New York,10011
I C Editions,POINT (-74.00516169402023 40.748773512319616),(212) 647-9111,http://www.iceditions.com/,522 West 24 Street,,New York,10011
I Perry,POINT (-74.00978326525507 40.72561866772278),(212) 925-6704,http://www.nyc.com/arts__attractions/i_perry.969/editorial_review.aspx,481 Washington St,,New York,10013
Illustration House Inc,POINT (-73.99252245382793 40.74424858093448),(212) 966-9444,http://www.illustration-house.com/,110 W 25th St,,New York,10001
Images Corporate Art Services,POINT (-73.96308722144697 40.75708480426336),(212) 219-8484,http://newyorkny.zemantics.com/business/images-corporate-art-services,400 E 56th St,,New York,10022
Incredibleart.Com Inc,POINT (-74.0020440530794 40.72091220652958),(646) 613-9383,http://www.upspring.com/incredibleartcom-inc-new-york-ny.html,25 Mercer St,,New York,10013
Indians On Columbus,POINT (-73.97464955491265 40.783734791519265),(212) 769-9374,http://www.nyc.com/arts__attractions/indians_on_columbus.947/map_location.aspx,452 Columbus Ave,,New York,10024
Infinity Fine Arts Inc,POINT (-74.00371024848562 40.749516496539414),(212) 645-6880,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Infinity-Fine-Arts-Inc-l496199.html,511 W 25th St,,New York,10001
Inner City Art Gallery Inc,POINT (-73.94456809199143 40.81352929524498),(212) 368-4941,http://outside.in/harlem-manhattan-ny/inner-city-art-gallery-inc,2251 Adam Clayton Powell Jr Blvd,,New York,10027
Innovative Art Gallery Inc,POINT (-73.99954513707648 40.73816930578245),(212) 367-8844,http://www.nyc.com/arts__attractions/innovative_art_gallery_inc.804/editorial_review.aspx,154 W 14th St,,New York,10011
Inter Art Gallery,POINT (-74.00418890924199 40.74805554041248),(212) 647-1811,http://www.interartny.com/,225 10th Ave,,New York,10011
International Print Center New York,POINT (-74.00429062364167 40.75004717968598),(212) 989-5090,http://www.ipcny.org/,526 W 26th St,,New York,10001
Irit Baniel Studio,POINT (-73.95735398174229 40.7164045276523),(917) 202-2527,http://iritbaniel.com/index.php,582 DRIGGS AVENUE,,Brooklyn,11211
Ise Art Foundation,POINT (-73.99864411855633 40.723922271208345),(212) 925-1649,http://iseny.org/usr_helio1/index.php,555 Broadway,,New York,10012
Isselbacher Gallery Inc,POINT (-73.95822258024364 40.78033056977963),(212) 472-1766,http://www.isselbacherart.com/,64 E 86th St,,New York,10028
J Cacciola Galleries,POINT (-74.00583688216618 40.752060917406105),(212) 462-4646,http://www.jcacciolagallery.com/,617 W 27th St,,New York,10001
J M Art Gallery,POINT (-73.98154615389973 40.765825510593395),(212) 247-4708,http://www.artincontext.org,1760 Broadway,,New York,10019
Jadite Galleries,POINT (-73.9896747288487 40.76396460949374),(212) 977-6190,http://jadite.com/,413 W 50th St,,New York,10019
Jain Marunouchi Gallery,POINT (-73.97565215202877 40.763430134805255),(212) 969-9660,http://www.artin2000.com/,24 W 57th St,,New York,10019
James Cohan Gallery,POINT (-74.00409870159304 40.75039640107759),(212) 714-9500,http://www.jamescohan.com/,533 W 26th St,,New York,10001
James Graham & Sons Gallery,POINT (-73.96267506646566 40.77588115815901),(212) 535-5767,http://www.jamesgrahamandsons.com/,1014 Madison Ave,,New York,10021
Jane St Lifer Fine Art Inc,POINT (-73.98862441738362 40.77701410325828),(212) 825-2059,http://www.linkedin.com/in/stliferart,140 Riverside Blvd,,New York,10069
Janoray Charles Llc,POINT (-73.96416053612774 40.7748444073569),(212) 472-5679,http://www.manta.com/coms2/dnbcompany_c3pst0,11 E 76th St,,New York,10021
Japanese Art Dealers Assoc of Ny,POINT (-73.96394358993504 40.77479192411187),(212)222-4688,http://www.jada-ny.org/contact.html,17 East 76th Street,3rd Fl.,New York,10021
Jbpa Llc,POINT (-73.9967778291044 40.73683275799809),(212) 242-5505,http://www.nyc.com/arts__attractions/jbpa_llc.789/whats_nearby.aspx,65 W 13th St,,New York,10011
Jeff Lewis Studio,POINT (-74.00896057406709 40.72321297846333),(212) 966-7119,http://www.nyc.com/arts__attractions/jeff_lewis_studio.684566/editorial_review.aspx,9 Desbrosses Street,,New York,10013
Jeffrey Coploff Fine Art Ltd,POINT (-74.00382218748146 40.749854628383076),(212) 741-1149,http://www.artincontext.org,508 W 26th St,,New York,10001
Jimmy's Art Gallery,POINT (-73.98122671271219 40.77815490400495),(212) 873-3993,http://www.speendex.com/New-York/New-York-City/Home-Garden/General/Jimmy-s-Art-Gallery-l461896.html,166 W 72nd St,,New York,10023
Joan Peck Limited Art Gallery,POINT (-73.97885634594451 40.77350103659161),(212) 427-4900,http://www.nyc.com/arts__attractions/joan_peck_limited_art_gallery.811/whats_nearby.aspx,1 W 67th St,,New York,10023
Joan Whalen Fine Art,POINT (-73.97556493500292 40.763387047022924),(212) 397-9700,http://www.artnet.com/jwhalen.html,24 W. 57th St.,#507,New York,10019
John Elder Gallery,POINT (-74.00677134356313 40.74664084459763),(212) 462-2600,http://www.artinfo.com/galleryguide/12415/910/john-elder-gallery-new-york/visit/,529 W 20th St,,New York,10011
John McEnroe Gallery,POINT (-74.00213615731462 40.72208698618874),(212) 219-0395,http://www.tripadvisor.com/Attraction_Review-g60763-d548700-Reviews-John_McEnroe_Gallery-New_York_City_New_York.html,41 Greene St.,,New York,10013
John Stevenson Gallery,POINT (-74.0000774177737 40.745726964723296),(212) 352-0070,http://www.johnstevenson-gallery.com/,338 W 23rd St,,New York,10011
Jonathan Shorr Gallery,POINT (-73.99657105382644 40.72411874896452),(212) 925-2723,http://www.jonathanshorrgallery.com/,109 Crosby St,,New York,10012
Judaica Illuminations,POINT (-73.96395886372667 40.61677557755918),(718) 375-4600,http://www.judaicailluminations.com/,1664 Coney Island Ave,,Brooklyn,11230
Julie Artisans Gallery,POINT (-73.96866769882247 40.76778190375854),(212) 717-5959,http://www.julieartisans.com/,762 Madison Ave,,New York,10065
Julie Saul Gallery,POINT (-74.00619865854952 40.747897917029235),(212) 627-2410,http://www.saulgallery.com/,535 W 22nd St,,New York,10011
JUNE BATEMAN FINE  GALLERY,POINT (-73.98937070413018 40.74367565231837),(212) 925-7951,http://www.junebateman.com/,1133 BROADWAY,,New York,10010
K S Art,POINT (-74.00518747584822 40.71764123916027),(212) 219-9918,http://www.ksartonline.com/gallery.html,73 Leonard St,,New York,10013
Kahan Fine Art Galleries Ltd,POINT (-73.95504392869945 40.76682971486002),(212) 861-3682,http://local.yahoo.com/info-11111359-kahan-fine-art-galleries-limited-new-york?csz=Bloomfield%2C+NJ+07003,422 E 72nd St,,New York,10021
Kaller-Kimche R Inc,POINT (-73.96473207114876 40.77345637212837),(212) 288-5698,http://www.artantiquedealersleague.org/dealerdetails.asp?dealerID=49,23 E 74th St,Apt 8E,New York,10021
Kang Byung,POINT (-73.96128970630069 40.77867171291437),(212) 734-1490,http://www.kangcollection.com/,9 E 82nd St,,New York,10028
Kapoor Galleries Inc,POINT (-73.96257906971837 40.77523960172669),(212) 794-2300,http://www.kapoorgalleries.com/,40 E 78th St,,New York,10021
Kashya Hildebrand,POINT (-74.00443296960334 40.749689464502005),(212) 366-5757,http://www.kashyahildebrand.org/,531 W 25th St,,New York,10001
Katherine Blackburne Studios,POINT (-74.0092436136626 40.72325270997295),,http://katherineblackburne.com/,9 Desbrosses Street,,New York,10013
Kathryn Markel Fine Arts Inc,POINT (-74.00693865733352 40.74671946685839),(212) 366-5368,http://www.markelfinearts.com/,529 W 20th St,,New York,10011
Katz Steven,POINT (-73.98920391142987 40.73552235994015),(212) 505-8815,http://www.ziphip.com/katz+steven.9.51373377p.home.html,32 Union Sq,,New York,10001
Keats R Stuart,POINT (-73.97949841195816 40.747763911829956),(212) 696-5728,http://www.yelp.com/biz/keats-r-stuart-fine-arts-new-york,120 E 36th St,,New York,10016
Keith Copley Gallery,POINT (-74.00074259197737 40.75569251417376),(212) 216-0614,http://m.nyc.com/arts__attractions/keith_copley_gallery.1657/map_location.aspx,545 W 34th St,,New York,10001
Keith de Lellis Gallery,POINT (-73.96155651636568 40.77664162052785),(212) 327-1482,http://www.keithdelellisgallery.com/,1045 MADISON AVENUE,#3,New York,10075
Kelly June Gallery,POINT (-73.99753864716389 40.72507391316515),(212) 226-1660,http://www.junekellygallery.com/,591 Broadway,,New York,10012
Kem Art Studio,POINT (-73.99409339068872 40.73593099214826),(212) 929-9017,http://www.nyc.com/arts__attractions/kem_art_studio.574/editorial_review.aspx,80 5TH AVE RM 1506,,New York,10011
Kempner Jim Fine Art,POINT (-74.00425506803612 40.74796362962052),(212) 206-6872,http://www.artnet.com/jkfa.html,501 W 23rd St,,New York,10011
Kenkeleba Gallery,POINT (-73.98286541179743 40.72203676941313),(212) 674-3939,http://www.merchantcircle.com/business/Kenkeleba.Gallery.212-674-3939,214 E 2nd St,,New York,10009
Kent Gallery,POINT (-74.00473857598294 40.749869918239376),(212) 627-3680,http://www.kentgallery.com/,541 West 25th Street,Second Floor,New York,10001
Kentler International Drawing Space,POINT (-74.0129928623173 40.67694141344959),(718) 875-2098,http://www.kentlergallery.org/,353 Van Brunt Street,,Brooklyn,11231
Keogh & Riehlman Fine Art,POINT (-73.96541795682192 40.77253250636124),(212) 879-2545,http://www.nycpaintings.com/about/about.shtm,24 E 73rd St,,New York,10021
Keya Gallery,POINT (-74.01076961289816 40.70762944901861),(212) 366-9742,http://www.keyagallery.com/,14 Wall Street,,New York,10005
Kim Foster Gallery,POINT (-74.00686532600677 40.746549340378905),(212) 229-0044,http://www.kimfostergallery.com/,529 W 20th St,,New York,10011
Kind Phylis Gallery,POINT (-73.9958687612381 40.74652398746522),(212) 925-1200,http://www.artslant.com/ny/venues/show/713-phyllis-kind-gallery,236 West 26th Street,,New York,10001
King David Art Gallery,POINT (-73.99400408130022 40.743159854946946),(212) 727-9700,http://www.kingdavidgallery.com/,128 West 23rd Street,,New York,10011
"Kinz, Tillou + Feigen",POINT (-74.00701008243772 40.746639401211105),(212) 929-0500,http://www.yelp.com/biz/kinz-tillou-feigen-gallery-new-york,529 West 20th Street,11th Fl.,New York,10011
Klagsbrun Nicole Gallery,POINT (-74.00433592507247 40.74997309876673),(212) 243-3335,http://nicoleklagsbrun.com/,526 W 26th St,,New York,10001
Klotz Sirmon Gallery,POINT (-74.00395717447677 40.74962416092564),(212) 741-4764,http://www.photocollect.com/,511 W 25th St,,New York,10001
Kokon Inc,POINT (-73.96748220301508 40.76744319208954),(212) 744-5577,http://www.nyc.com/arts__attractions/kokon_inc.884/whats_nearby.aspx,58 E 66th St,,New York,10021
Kraus Carole Ltd,POINT (-73.99350190270265 40.75525430231709),(646) 522-9858,http://www.carolekraus.com/,330 W 38th St,,New York,10018
Kraushaar Galleries,POINT (-73.9611544113061 40.77564019343842),(212) 307-5730,http://www.kraushaargalleries.com/,74 E 79th St,,New York,10075
Kravets Wehby,POINT (-74.00604109296434 40.747108529879654),(212) 352-2238,http://www.kravetswehbygallery.com/,521 W 21st St,,New York,10011
Kravets Wehby Gallery,POINT (-74.00627467608743 40.74707248993365),(212) 352-2238,http://www.kravetswehbygallery.com/,521 W 21st St,,New York,10011
Krienke Kendra,POINT (-73.97094198879634 40.78367572050502),(212) 580-6516,http://newyork.citysearch.com/profile/7169377/new_york_ny/krienke_kendra.html,230 Central Park W,,New York,10024
L A Cotton,POINT (-73.97082633217697 40.763904879908004),(212) 838-6390,http://www.nyc.com/arts__attractions/l_a_cotton.1802/editorial_review.aspx,645 Madison Ave,,New York,10001
La Belle Epoque Vintage Posters Inc,POINT (-73.97835368272915 40.778385112403946),(212) 362-1770,http://www.la-belle-epoque.com/,280 Columbus Ave,,New York,10023
Lally J J & Co,POINT (-73.9719328106951 40.762474585758326),(212) 371-3380,http://www.nyc.com/arts__attractions/lally_j_j__co.421/whats_nearby.aspx,41 E 57th St,,New York,10022
Lamontage,POINT (-74.00587275253571 40.74995614887753),(212) 989-2732,http://www.lioramanne.com/index.php?cid=home,210 11th Ave,Fl 7,New York,10001
Landy Fine Art,POINT (-73.98517983706303 40.71492376014234),(212) 505-3702,http://lohoguide.com/~lohoguid/app/site/landyfineart/index.php,264 E Broadway,,New York,10002
Langotsky Gamba,POINT (-74.00861745382724 40.72708180065917),(212) 675-0761,http://www.manta.com/coms2/dnbcompany_gksp3l,537 Greenwich St,,New York,10013
Lehman College - Art Gallery,POINT (-73.89291005670557 40.87458975046948),(718) 960-7830,http://www.lehman.cuny.edu/vpadvance/artgallery/gallery/,250 Bedford Park Blvd West,,Bronx,10468
