Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District
10/13/2016 03:20:00 PM,058XX S KEDZIE AVE,BATTERY,SIMPLE,RESTAURANT,false,false,8
01/30/2017 05:13:00 PM,014XX W 110TH PL,ASSAULT,SIMPLE,OTHER,false,false,22
02/17/2017 07:00:00 PM,061XX S KEDZIE AVE,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,8
06/19/2016 12:01:00 AM,035XX S CALUMET AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2
12/22/2016 12:57:00 AM,062XX S MARSHFIELD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,7
02/21/2016 12:00:00 PM,049XX N KENMORE AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,20
07/02/2016 11:24:00 PM,033XX W ADAMS ST,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,11
02/23/2017 05:08:00 AM,011XX W COLUMBIA AVE,ASSAULT,SIMPLE,APARTMENT,false,true,24
08/20/2016 12:36:00 PM,045XX W CONGRESS PKWY,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,11
07/17/2016 06:00:00 PM,046XX N KENMORE AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,19
01/01/2017 01:15:00 AM,077XX S ST LAWRENCE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,6
02/28/2016 04:45:00 PM,017XX W NORTH AVE,THEFT,OVER $500,STREET,false,false,14
04/23/2016 10:00:00 AM,013XX W WASHBURNE AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,12
02/04/2016 08:48:00 AM,082XX S COTTAGE GROVE AVE,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,false,false,6
07/01/2016 03:04:00 PM,067XX S EAST END AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,true,false,3
02/12/2016 11:05:00 AM,051XX S BLACKSTONE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2
05/14/2016 01:50:00 AM,061XX S ARCHER AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,8
08/03/2016 12:05:00 AM,089XX S MARSHFIELD AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,false,true,22
02/15/2017 08:38:00 PM,016XX N DRAKE AVE,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,14
09/30/2016 05:47:00 AM,001XX S LA SALLE ST,THEFT,FROM BUILDING,BANK,false,false,1
01/24/2016 06:00:00 PM,024XX N TALMAN AVE,THEFT,$500 AND UNDER,STREET,false,false,14
03/12/2016 06:00:00 PM,003XX W CHICAGO AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,18
08/13/2016 01:35:00 PM,041XX N PLAINFIELD AVE,THEFT,$500 AND UNDER,SIDEWALK,false,false,16
11/07/2016 12:00:00 PM,004XX W MARQUETTE RD,BURGLARY,FORCIBLE ENTRY,ABANDONED BUILDING,false,false,7
10/31/2016 09:00:00 PM,075XX S GREEN ST,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,6
08/15/2016 10:00:00 PM,009XX N CROSBY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,18
02/08/2017 03:00:00 PM,004XX E 40TH ST,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,false,false,2
10/12/2016 10:45:00 PM,015XX E 75TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,3
01/27/2016 04:40:00 PM,001XX N WESTERN AVE,BATTERY,SIMPLE,SIDEWALK,false,false,12
06/12/2016 11:30:00 PM,039XX S VINCENNES AVE,ROBBERY,ARMED: HANDGUN,STREET,false,false,2
03/10/2016 06:00:00 PM,001XX N CENTRAL AVE,BATTERY,SIMPLE,APARTMENT,false,false,15
04/19/2016 10:50:00 AM,024XX W PERSHING RD,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,9
10/16/2016 08:50:00 PM,033XX W OGDEN AVE,PUBLIC PEACE VIOLATION,OTHER VIOLATION,POLICE FACILITY/VEH PARKING LOT,true,false,10
06/16/2016 12:01:00 AM,020XX W FARWELL AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,24
04/21/2016 10:30:00 PM,045XX S LAKE PARK AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2
06/08/2016 12:50:00 PM,030XX W 64TH ST,BATTERY,SIMPLE,APARTMENT,false,false,8
02/11/2017 04:32:00 AM,014XX N HALSTED ST,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,18
01/22/2016 11:45:00 PM,059XX W FULTON ST,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,true,15
08/13/2016 05:15:00 PM,0000X N PARKSIDE AVE,ROBBERY,ARMED: HANDGUN,STREET,false,false,15
01/22/2016 10:46:00 AM,002XX N HOMAN AVE,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,11
10/14/2016 12:00:00 AM,005XX W OHARE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,16
06/03/2016 12:01:00 AM,008XX W LILL AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,19
04/04/2016 07:40:00 PM,042XX W MADISON ST,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,11
01/09/2017 03:50:00 AM,028XX W DIVERSEY AVE,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,14
12/07/2016 10:00:00 AM,003XX E 57TH ST,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2
08/21/2016 09:00:00 PM,055XX N WINTHROP AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,20
11/19/2016 11:10:00 AM,053XX N MILWAUKEE AVE,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,false,false,16
04/20/2016 09:00:00 AM,003XX E RANDOLPH ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,1
07/27/2016 08:57:00 PM,022XX S KILDARE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,10
02/08/2016 12:20:00 PM,011XX N HARDING AVE,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,false,false,11
10/18/2016 07:30:00 AM,001XX E ERIE ST,THEFT,POCKET-PICKING,SIDEWALK,false,false,18
02/27/2017 08:00:00 AM,035XX N OAK PARK AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,16
02/27/2017 09:20:00 AM,003XX S HALSTED ST,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,12
08/03/2016 11:00:00 AM,064XX N TALMAN AVE,THEFT,OVER $500,STREET,false,false,24
08/28/2016 04:45:00 PM,065XX S KILDARE AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,8
01/31/2017 09:00:00 AM,008XX N LA SALLE DR,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,18
02/15/2016 09:55:00 AM,019XX S HOMAN AVE,ASSAULT,SIMPLE,OTHER,false,false,10
05/28/2016 12:10:00 AM,062XX S RACINE AVE,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,7
02/22/2017 11:00:00 AM,027XX W AUGUSTA BLVD,THEFT,$500 AND UNDER,STREET,false,false,12
11/26/2016 10:05:00 PM,129XX S NORMAL AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,5
05/27/2016 12:00:00 PM,032XX N CICERO AVE,THEFT,FROM BUILDING,RESTAURANT,false,false,17
10/20/2016 08:00:00 PM,008XX E 90TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,false,false,6
11/28/2016 09:20:00 AM,012XX N CLEAVER ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,14
02/06/2016 02:30:00 PM,015XX N KARLOV AVE,THEFT,$500 AND UNDER,ALLEY,false,false,25
02/12/2016 05:30:00 PM,050XX S TRIPP AVE,THEFT,OVER $500,STREET,false,false,8
04/08/2016 12:30:00 PM,054XX W IOWA ST,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,15
06/18/2016 10:25:00 AM,071XX W GRAND AVE,DECEPTIVE PRACTICE,DECEPTIVE COLLECTION PRACTICES,STREET,true,false,25
08/26/2016 10:45:00 AM,112XX S AVENUE L,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,4
09/12/2016 03:00:00 PM,057XX S DAMEN AVE,THEFT,$500 AND UNDER,STREET,false,false,7
04/17/2016 05:10:00 PM,002XX W SCOTT ST,BATTERY,SIMPLE,SIDEWALK,true,false,18
02/07/2017 01:15:00 PM,028XX E 94TH ST,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,4
01/07/2016 11:45:00 AM,064XX S DR MARTIN LUTHER KING JR DR,ASSAULT,SIMPLE,ALLEY,false,false,3
03/27/2016 08:23:00 AM,018XX W 18TH ST,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,12
11/18/2016 05:50:00 AM,004XX S KOSTNER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,11
07/11/2016 09:00:00 PM,061XX N WOLCOTT AVE,THEFT,OVER $500,STREET,false,false,24
04/28/2016 03:00:00 PM,010XX W VAN BUREN ST,THEFT,OVER $500,CONSTRUCTION SITE,false,false,12
12/18/2016 01:00:00 AM,047XX N WASHTENAW AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,19
10/06/2016 10:35:00 AM,034XX W MADISON ST,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,11
05/23/2016 12:00:00 PM,011XX W JACKSON BLVD,DECEPTIVE PRACTICE,FORGERY,OTHER,false,false,12
04/02/2016 02:10:00 AM,035XX W BELLE PLAINE AVE,CRIMINAL DAMAGE,TO VEHICLE,TAXICAB,false,false,17
12/04/2016 10:00:00 PM,019XX N KENNETH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,25
06/15/2016 01:16:00 AM,012XX W BERWYN AVE,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,true,false,20
02/21/2017 02:13:00 PM,035XX S ARCHER AVE,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,true,false,9
01/31/2016 03:30:00 PM,083XX S ASHLAND AVE,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESTAURANT,false,false,6
02/19/2016 03:41:00 PM,019XX S ARCHER AVE,OTHER OFFENSE,TELEPHONE THREAT,"SCHOOL, PRIVATE, GROUNDS",false,false,1
09/10/2016 03:30:00 PM,063XX W BYRON ST,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,16
09/05/2016 12:00:00 AM,065XX S ABERDEEN ST,THEFT,$500 AND UNDER,APARTMENT,false,false,7
07/21/2016 01:15:00 PM,013XX S MILLARD AVE,ASSAULT,SIMPLE,SIDEWALK,false,false,10
05/23/2016 12:00:00 AM,003XX W OHIO ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,SMALL RETAIL STORE,false,false,18
06/04/2016 08:55:00 PM,082XX S ELLIS AVE,THEFT,$500 AND UNDER,APARTMENT,false,true,6
12/31/2016 06:00:00 AM,027XX S STATE ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,CHA PARKING LOT/GROUNDS,false,false,1
04/07/2016 03:46:00 PM,079XX S ABERDEEN ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,6
11/04/2016 11:45:00 AM,035XX W 16TH ST,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,true,false,10
01/29/2017 03:45:00 PM,057XX S MICHIGAN AVE,THEFT,$500 AND UNDER,"SCHOOL, PRIVATE, BUILDING",false,false,2
10/17/2016 06:00:00 AM,074XX S EAST END AVE,ASSAULT,SIMPLE,RESIDENCE,false,false,3
02/25/2017 07:43:00 PM,122XX S SANGAMON ST,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,5
02/13/2016 04:30:00 PM,020XX W 52ND ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),true,false,9
06/09/2016 03:30:00 PM,077XX S LOOMIS BLVD,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,6
02/17/2017 11:10:00 AM,035XX W CHICAGO AVE,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,11
02/15/2017 02:45:00 PM,062XX W ADDISON ST,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,16
03/11/2016 09:00:00 AM,040XX W NORTH AVE,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,25
12/13/2016 10:00:00 PM,009XX W 37TH PL,THEFT,$500 AND UNDER,STREET,false,false,9
03/15/2016 10:30:00 PM,021XX W HIGHLAND AVE,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,false,false,24
07/17/2016 10:30:00 PM,029XX N ALBANY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,14
01/20/2017 04:30:00 PM,028XX N MONITOR AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,25
02/03/2016 09:55:00 PM,001XX S KILBOURN AVE,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,11
01/18/2017 08:30:00 AM,020XX W HURON ST,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,12
07/16/2016 11:00:00 PM,030XX S HALSTED ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,9
03/03/2016 06:00:00 AM,024XX W FARRAGUT AVE,THEFT,$500 AND UNDER,STREET,false,false,20
11/07/2016 05:00:00 AM,020XX W 18TH PL,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,12
05/18/2016 06:24:00 PM,050XX W WASHINGTON BLVD,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,15
02/10/2017 02:20:00 PM,008XX N CICERO AVE,THEFT,$500 AND UNDER,SIDEWALK,false,false,15
01/13/2016 10:00:00 PM,016XX W WASHINGTON BLVD,THEFT,$500 AND UNDER,STREET,false,false,12
01/17/2017 06:34:00 PM,009XX E 40TH ST,THEFT,$500 AND UNDER,SIDEWALK,false,false,2
12/17/2016 03:00:00 PM,0000X S WABASH AVE,THEFT,FROM BUILDING,RESTAURANT,false,false,1
11/14/2016 09:00:00 PM,043XX W AUGUSTA BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,11
01/01/2017 08:00:00 AM,005XX W 42ND PL,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,9
12/31/2016 03:30:00 PM,006XX S MICHIGAN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1
08/22/2016 09:25:00 PM,064XX S GREENWOOD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,3
08/30/2016 10:50:00 PM,042XX W MADISON ST,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,11
03/31/2016 02:30:00 PM,079XX S WOODLAWN AVE,ASSAULT,SIMPLE,APARTMENT,false,true,4
08/13/2016 10:30:00 PM,026XX W WELLINGTON AVE,KIDNAPPING,KIDNAPPING,SIDEWALK,false,false,14
06/15/2016 08:00:00 AM,026XX W 23RD ST,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,10
07/25/2016 08:15:00 AM,003XX N ORLEANS ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL/MOTEL,false,false,18
02/27/2016 10:20:00 AM,060XX S KOMENSKY AVE,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,false,false,8
10/26/2016 10:00:00 AM,050XX W FULLERTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,25
04/28/2016 09:00:00 PM,012XX N MILWAUKEE AVE,THEFT,OVER $500,CTA TRAIN,false,false,14
02/25/2016 08:09:00 AM,043XX W WABANSIA AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,25
12/22/2016 08:30:00 PM,0000X W ERIE ST,BATTERY,SIMPLE,OTHER,false,false,18
07/25/2016 09:30:00 AM,014XX E 55TH PL,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,2
08/13/2016 03:45:00 PM,082XX S PRAIRIE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,6
10/27/2016 12:00:00 PM,027XX N CICERO AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,false,false,25
06/01/2016 04:10:00 AM,078XX S STATE ST,THEFT,RETAIL THEFT,GAS STATION,false,false,6
05/22/2016 12:15:00 AM,047XX S ADA ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,9
11/02/2016 05:30:00 PM,076XX S HOMAN AVE,CRIMINAL TRESPASS,TO STATE SUP LAND,"SCHOOL, PUBLIC, BUILDING",false,false,8
08/11/2016 01:08:00 AM,025XX E 79TH ST,ASSAULT,SIMPLE,TAVERN/LIQUOR STORE,true,false,4
11/15/2016 02:20:00 PM,012XX W FULLERTON AVE,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,19
09/13/2016 05:11:00 AM,045XX S LAMON AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,8
01/23/2016 02:00:00 AM,002XX W NORTH AVE,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,18
01/24/2016 01:23:00 PM,080XX S PERRY AVE,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,6
07/28/2016 10:41:00 PM,080XX S ESCANABA AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,4
08/25/2016 07:30:00 PM,030XX N PULASKI RD,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,25
01/28/2016 11:15:00 AM,039XX W 78TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,8
02/04/2016 09:00:00 PM,001XX W KINZIE ST,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,18
02/08/2017 10:00:00 AM,017XX N PAULINA ST,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,14
01/31/2016 03:35:00 PM,065XX S MINERVA AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,3
07/10/2016 04:00:00 PM,034XX W BELMONT AVE,BATTERY,DOMESTIC BATTERY SIMPLE,SMALL RETAIL STORE,false,true,14
06/04/2016 12:00:00 PM,071XX N WASHTENAW AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,false,false,24
08/31/2016 10:30:00 PM,033XX N SHEFFIELD AVE,THEFT,OVER $500,OTHER,false,false,19
05/21/2016 11:00:00 AM,019XX S SPAULDING AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,10
09/11/2016 03:00:00 AM,075XX N PAULINA ST,THEFT,POCKET-PICKING,CTA TRAIN,false,false,24
02/12/2016 02:30:00 PM,032XX S STATE ST,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,2
11/14/2016 12:15:00 AM,048XX W HENDERSON ST,ASSAULT,SIMPLE,RESIDENCE,false,true,16
01/30/2016 03:00:00 PM,009XX W WEED ST,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,18
02/01/2016 02:55:00 PM,084XX S KINGSTON AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,4
09/02/2016 03:00:00 PM,010XX S CANAL ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1
01/01/2017 01:06:00 AM,073XX W TALCOTT AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,HOSPITAL BUILDING/GROUNDS,false,false,16
02/26/2017 05:15:00 AM,035XX N LAKE SHORE DR NB,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,false,false,19
02/16/2016 08:20:00 PM,034XX W LEXINGTON ST,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,11
10/07/2016 12:45:00 AM,111XX S STATE ST,THEFT,$500 AND UNDER,GAS STATION,false,false,5
10/08/2016 02:54:00 PM,020XX S DAMEN AVE,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,12
08/03/2016 06:17:00 PM,007XX W 48TH PL,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),false,true,9
06/03/2016 09:30:00 AM,052XX S SPAULDING AVE,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,8
04/28/2016 10:20:00 AM,067XX S CLAREMONT AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,8
12/01/2016 08:00:00 AM,016XX N KEDZIE AVE,THEFT,OVER $500,OTHER,false,false,14
01/16/2016 06:10:00 PM,010XX E 43RD ST,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,2
04/07/2016 06:00:00 PM,041XX W WASHINGTON BLVD,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,11
11/04/2016 05:20:00 PM,051XX N SHERIDAN RD,BATTERY,SIMPLE,SIDEWALK,false,false,20
09/14/2016 10:00:00 PM,006XX E OAKWOOD BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2
02/09/2017 04:30:00 AM,043XX W MAYPOLE AVE,THEFT,$500 AND UNDER,STREET,false,false,11
11/17/2016 06:00:00 AM,014XX W 72ND PL,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,false,false,7
12/16/2016 02:40:00 PM,073XX N DAMEN AVE,ROBBERY,ARMED: HANDGUN,APARTMENT,false,false,24
11/01/2016 02:01:00 AM,0000X S CENTRAL AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,false,false,15
06/30/2016 09:37:00 PM,017XX W ALBION AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,24
01/18/2017 08:15:00 AM,021XX W CULLERTON ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,12
01/18/2017 08:00:00 AM,057XX S MORGAN ST,THEFT,$500 AND UNDER,STREET,false,false,7
10/11/2016 10:24:00 AM,088XX S ABERDEEN ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,22
03/13/2016 08:15:00 AM,065XX S YALE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,7
06/29/2016 08:00:00 AM,023XX W ERIE ST,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,12
07/05/2016 07:00:00 PM,011XX S CENTRAL PARK AVE,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,false,11
07/01/2016 01:15:00 PM,035XX W MADISON ST,NARCOTICS,POSS: HEROIN(WHITE),CTA BUS STOP,true,false,11
09/02/2016 08:23:00 PM,0000X W 79TH ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,6
03/09/2016 09:30:00 PM,028XX W LEXINGTON ST,ASSAULT,SIMPLE,RESIDENCE,false,true,11
07/03/2016 09:30:00 AM,037XX S ASHLAND AVE,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,false,false,9
11/04/2016 08:30:00 PM,015XX W JACKSON BLVD,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,12
07/09/2016 01:00:00 PM,035XX W WALNUT ST,THEFT,FROM BUILDING,APARTMENT,false,false,11
03/04/2017 12:15:00 AM,033XX W 59TH ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,8
01/13/2016 06:08:00 PM,087XX S STONY ISLAND AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,4
04/17/2016 06:45:00 PM,039XX W DIVISION ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,25
02/15/2016 07:45:00 PM,051XX S PULASKI RD,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,false,false,8
03/03/2016 06:53:00 PM,075XX S EGGLESTON AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,true,false,6
07/09/2016 06:00:00 PM,028XX N KOLMAR AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,25
07/30/2016 09:30:00 PM,031XX E 77TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,false,true,4
07/06/2016 07:55:00 PM,101XX S HOXIE AVE,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,4
01/02/2016 08:09:00 PM,042XX W CERMAK RD,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,true,false,10
09/13/2016 04:22:00 PM,006XX S HOMAN AVE,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,true,false,11
05/04/2016 09:30:00 PM,038XX N ALBANY AVE,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,true,17
05/22/2016 03:41:00 AM,097XX S EXCHANGE AVE,BATTERY,SIMPLE,STREET,true,false,4
04/17/2016 01:50:00 AM,030XX W TOUHY AVE,BURGLARY,ATTEMPT FORCIBLE ENTRY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,24
05/05/2016 03:00:00 PM,035XX W GRAND AVE,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,false,false,11
04/21/2016 08:15:00 PM,016XX E 87TH ST,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,PARKING LOT/GARAGE(NON.RESID.),true,false,4
09/17/2016 05:05:00 PM,003XX N MICHIGAN AVE,THEFT,FROM BUILDING,RESTAURANT,false,false,1
07/12/2016 08:00:00 AM,072XX S CENTRAL PARK AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,8
08/01/2016 10:05:00 PM,050XX N BROADWAY,THEFT,OVER $500,SIDEWALK,false,false,20
09/13/2016 09:20:00 AM,071XX S BENNETT AVE,BATTERY,SIMPLE,SIDEWALK,true,false,3
03/16/2016 08:15:00 AM,046XX N KENNETH AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,17
12/06/2016 07:00:00 PM,032XX N HAMLIN AVE,BATTERY,SIMPLE,RESIDENCE,false,false,17
11/22/2016 06:00:00 AM,132XX S LANGLEY AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,5
