Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1411621967,99321JA,NY,COM,08/17/2016,46,VAN,FRUEH,P,49630,74630,86530,0,76,76,76,944624,76,0,0232P,,K,F,544,HICKS ST,,0,408,C3,,BBBBBBB,ALL,ALL,BR,0,2001,-,0,,,,,
8363020527,AG96015,AZ,PAS,10/25/2016,53,VAN,FORD,T,10010,0,0,88880088,19,19,19,358615,T103,GG,0126P,,NY,I,W,1st Ave,40ft N/of E 84th St,0,408,f6,,,,,WHITE,,0,,0,61 7,53-Safety Zone,,,
4622978416,X40FJF,NJ,PAS,08/19/2016,36,WAGO,JEEP,V,0,0,0,0,,0,0,0,,,0725A,,BK,,,WB PARK AV CARLTON A,V - NAVY ST,0,1180,B,T,,,,RD,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7058222782,HDF5595,NY,PAS,7/7/2016,70,SUBN,INFIN,T,13610,34510,34530,88888888,14,14,14,348566,T106,F,1016A,,NY,F,1372,Broadway,,0,408,j3,,,,,BLUE,,0,,0,55 6,70-Reg. Sticker Missing (NYS),,,
8037194693,FJB2912,NY,PAS,07/13/2016,38,4DSD,NISSA,T,10930,5430,5580,20170125,68,68,68,362571,T302,K,0230P,,K,O,416,87th St,,0,408,h1,,Y,0900A,0700P,BK,,2014,,0,21 3,38-Failure to Display Muni Rec,,,
4622293705,EGS9546,NY,PAS,07/15/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1052A,,BK,,,EB FLATLANDS AVE @ E,58TH ST,0,1180,B,T,,,,RD,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4623883279,T680986C,NY,OMT,09/21/2016,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,1256P,,BK,,,EB EASTERN PKWY @ WA,SHINGTON AVE,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8193017857,DVS8681,NY,PAS,10/17/2016,38,4DSD,TOYOT,T,8990,0,0,20180929,111,111,111,358113,T401,G,0433P,,Q,I,S,38th Ave,20ft W/of Bell Blvd,0,408,h1,,Y,0900A,0700P,GY,,2007,,0,43-P,38-Failure to Display Muni Rec,,,
7025519388,3F61J,NY,OMT,7/6/2016,40,TAXI,FORD,T,49420,27630,12220,20170331,52,52,52,358860,T801,A,1118P,,BX,O,2870,Marion Ave,,0,408,e2,,YYYYYYY,,,YW,,2013,,3,K 21,40-Fire Hydrant,,,
8231544756,HHG7054,NY,PAS,09/21/2016,70,4DSD,CHRYS,T,23800,0,0,88888888,106,106,106,363063,T402,S,0343P,,Q,I,N,158th Ave,5ft W/of 88th St,0,408,j3,,,,,GREY,,0,,0,U 42,70-Reg. Sticker Missing (NYS),,,
5094735470,BBF5187,NY,PAS,12/16/2016,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0809P,,QN,,,VAN WYCK EXP SVC RD,(N/B) @ ROCKAWAY BLV,0,1111,D,T,,,,WHGY,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
1402453220,GHM7211,NY,PAS,12/20/2016,98,SDN,HONDA,P,45095,67150,40610,20170627,101,101,101,943156,101,0,1030P,,Q,F,239,FERNSIDE PLACE,,0,408,C4,,BBBBBBB,ALL,ALL,BLUE,0,2012,-,0,,,,,
8304028347,E339HX,TN,PAS,09/20/2016,20,DELV,FRUEH,T,34590,97480,11110,20170288,10,10,10,353486,T106,A,0824A,0750A,NY,F,521,W 41st St,,20160920,408,d,,YYYYYYY,,,WHITE,,0,,0,B 17,20-No Parking (Com Plate),,,
1418141392,HBB1882,NY,PAS,12/13/2016,21,SDN,ME/BE,S,10880,17330,16780,20170830,62,62,0,901992,KS11,0,0806A,,K,F,2210,86 ST,,0,408,D1,,YYYYYYB,0800A,0830A,SILVE,0,0,-,0,,,,,
7411976027,MKH820,SC,PAS,12/10/2016,40,4DSD,PONTI,T,58720,25420,74380,20170688,44,44,44,355684,T801,B,0040A,,BX,O,1450,Plimpton Ave,,0,408,e2,,YYYYYYY,,,GREY,,0,,6,E 21,40-Fire Hydrant,,,
8359028990,HJK5996,NY,PAS,11/10/2016,14,4DSD,NISSA,T,52930,53500,71330,20180619,84,84,84,356970,T301,D,0403P,,K,F,20,Jay St,,0,408,c,,YYYYYYY,,,BK,,2012,,0,SPCL,14-No Standing,,,
8281031797,XV110W,NJ,PAS,7/7/2016,20,VAN,CHEVR,T,14910,10510,32685,88880001,1,1,1,361841,T105,D,0244P,0210P,NY,F,40,Charlton St,,0,408,d,,YYYYY,0800A,0600P,WHITE,,0,,0,51,20-No Parking (Com Plate),,,
4628252117,DYN8644,NY,PAS,12/14/2016,36,4DSD,OLDSM,V,0,0,0,0,,0,0,0,,,1150A,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,GY,,1998,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8170057772,HJY9217,NY,PAS,10/6/2016,20,SUBN,JEEP,T,5580,10880,10930,20180726,68,68,68,357713,T302,O,0129P,,K,F,8617,5th Ave,,0,408,d,,Y,0700A,0700P,WH,,2016,,0,21 3,20A-No Parking (Non-COM),,,
4627768527,FPY5911,NY,PAS,12/5/2016,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,1010A,,BK,,,SB NOSTRAND AVE @ AV,E Z,0,1180,B,T,,,,GY,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8152048598,XDNV53,NJ,PAS,08/22/2016,21,DELV,ISUZU,T,52130,58130,72930,20160088,83,83,83,345440,T301,A,1148A,,K,O,401,Irving Ave,,0,408,d1,,Y  Y,1100A,1230A,WHITE,,0,,0,Q 31,21-No Parking (street clean),,,
4624326052,1750,NY,VAS,09/27/2016,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1229P,,BK,,,EB LINDEN BLVD @ VER,MONT ST,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4627346141,HKX9091,NY,PAS,11/23/2016,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,1224P,,QN,,,EB GRAND CENTRAL PKW,Y @ 164TH PL,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1413704803,FYX3428,NY,PAS,10/2/2016,40,SDN,MERC-,P,0,0,0,20180805,115,115,115,959247,115,0,0833A,,Q,F,,S/E C/O 73 ST,31 AVE,0,408,E2,,BBBBBBB,ALL,ALL,GREEN,0,0,-,5,,,,,
7777890128,CXZ6734,NY,PAS,7/8/2016,20,4DSD,ME/BE,T,19310,24890,10210,20180614,25,25,25,354188,T103,I,0254P,,NY,O,166,E 118th St,,0,408,d,,YYYYY,0800A,0600P,GY,,1999,,0,34 7,20A-No Parking (Non-COM),,,
8399006087,3SG736,MA,PAS,11/26/2016,21,SUBN,SUBAR,T,38430,18630,73690,20180688,71,71,71,345534,T302,Y,0938A,,K,F,402,Eastern Pky,,0,408,d1,,Y  YY,0930A,1100A,GREY,,0,,0,C 32,21-No Parking (street clean),,,
4625066864,GSP3670,NY,OMS,10/13/2016,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0226P,,BX,,,SB GRAND CONCOURSE @,E 203RD ST,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8070565822,GRZ8085,NY,PAS,9/11/2016,70,4DSD,BMW,T,24890,18270,18290,20160813,19,19,19,355677,T103,I,0209P,,NY,O,851,Lexington Ave,,0,408,j3,,YYYYYYY,,,GY,,2006,,0,34 7,70A-Reg. Sticker Expired (NYS),,,
4626033910,FZM7751,NY,PAS,10/28/2016,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0107P,,QN,,,NB 164TH ST @ 71ST A,VE,0,1180,B,T,,,,YW,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7628391527,D51FWG,NJ,PAS,08/24/2016,19,4DSD,HONDA,T,54050,35180,35230,88888888,61,61,61,359337,T302,R,0609P,,K,F,910,Kings Hwy,,0,408,c3,,YYYYYYY,,,BLUE,,0,,0,03 3,19-No Stand (bus stop),,,
4006357977,HGM8972,NY,PAS,09/13/2016,5,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0256P,,MN,,,EB 125TH ST @ ADAM C,LAYTON POWELL JR BLV,0,1111,C,T,,,,GY,,2016,,0,,BUS LANE VIOLATION,,,
7819833750,EVK8218,NY,PAS,10/2/2016,19,4DSD,HONDA,T,10010,18030,18050,20170813,17,17,17,356316,T502,K,1046A,,NY,F,948,1st Ave,,0,408,c3,,YYYYYYY,,,GREY,,2005,,0,A 17,19-No Stand (bus stop),,,
7083432510,XCXB12,NJ,PAS,09/13/2016,14,REFG,ISUZU,T,13610,26630,20425,20160088,1,1,1,362532,T105,J,0457P,,NY,R,52,Broadway,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,1,14-No Standing,,,
4628597881,AX7047,NY,PSD,12/16/2016,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0117P,,BK,,,WB ATLANTIC AVE @ SH,EPHERD AVE,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8271045003,EDK2581,NY,PAS,08/22/2016,21,4DSD,LEXUS,T,55430,62430,60440,20171115,90,90,90,345162,T301,M,0848A,,K,O,120,Leonard St,,0,408,d1,,Y  Y,0830A,1000A,RD,,2007,,0,A 31,21-No Parking (street clean),,,
8342032309,GLU9437,NY,PAS,7/6/2016,20,SUBN,JEEP,T,85930,52130,94730,20171114,83,83,83,351966,T301,L,0732A,,K,F,348,Troutman St,,0,408,d,,YYYYY,0700A,0300P,BK,,2014,,0,M 31,20A-No Parking (Non-COM),,,
7401575334,HHV3483,NY,PAS,12/28/2016,21,SUBN,HONDA,T,52120,26130,26160,20180717,40,40,40,361787,T201,R,0827A,,BX,F,562,Morris Ave,,0,408,d1,,Y,0800A,0830A,BK,,2014,,0,J 21,21-No Parking (street clean),,,
4622984064,GZD4583,NY,PAS,08/19/2016,36,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,1205P,,QN,,,NB SPRINGFELD BV. ME,RRICK BV- 193 ST,0,1180,B,T,,,,WH,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4623476303,GTE9072,NY,PAS,09/16/2016,36,4DSD,AUDI,V,0,0,0,0,,0,0,0,,,0908A,,BK,,,NB KINGS HWY @ TILDE,N AVE,0,1180,B,T,,,,BL,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8469531037,HCZ8989,NY,PAS,12/30/2016,38,4DSD,HONDA,T,11840,18240,18490,20180706,110,110,110,351318,T803,BB,0915P,,Q,F,90-14,57th Ave,,0,408,h1,,Y,0830A,1000P,PR,,2001,,0,F 42,38-Failure to Display Muni Rec,,,
7062620154,XBTV19,NJ,PAS,7/11/2016,47,DELV,ISUZU,T,24890,17770,17790,88880088,17,17,17,358873,T106,F,1203P,,NY,F,339,Lexington Ave,,0,408,l2,,Y,0700A,0700P,WHITE,,0,,0,99 6,47-Double PKG-Midtown,,,
7305877219,717ZRV,CO,PAS,07/21/2016,21,4DSD,FORD,T,78530,95030,19530,20160788,90,90,90,358114,T301,B,0923A,,K,F,79,S 5th St,,0,408,d1,,Y  Y,0900A,1030A,BLACK,,0,,0,14 3,21-No Parking (street clean),,,
7412948659,KCB2264,PA,PAS,10/28/2016,21,4DSD,HYUND,T,42820,20130,26910,20170388,44,44,44,354094,T801,A,0050A,,BX,O,1703,Jerome Ave,,0,408,d1,,Y  Y,1200A,0300A,RED,,0,,0,G 21,21-No Parking (street clean),,,
8368007938,FDB6845,NY,PAS,8/5/2016,14,4DSD,MAZDA,T,37070,13610,21190,20180730,33,33,33,355137,T800,B2,1145P,,NY,F,600,W 165th St,,0,408,c,,YYYYYYY,,,BK,,2016,,0,A 77,14-No Standing,,,
7455198309,FGP2502,NY,PAS,12/14/2016,46,4DSD,TOYOT,T,14190,55090,10910,20181203,104,104,104,363123,T402,R,0215P,,Q,O,5108,67th St,,0,408,f1,,,,,GY,,2010,,0,C 42,46A-Double Parking (Non-COM),,,
7497790110,UZB770,NY,SRF,9/8/2016,20,4DSD,HONDA,T,9740,0,0,20180115,108,108,108,354088,T401,N,0355P,,Q,I,S,42nd Rd,40ft W/of Crescent S,0,408,d,,YYYYYYY,,,BK,,2013,,0,I 41,20A-No Parking (Non-COM),,,
7086239800,72886MD,NY,COM,9/3/2016,48,VAN,CHEVR,T,32940,44890,21790,20180930,1,1,1,357360,T105,E,0103P,,NY,F,92,Warren St,,0,408,e9,,,,,WH,,2014,,0,44,48-Bike Lane,,,
1414161815,2431510,IN,PAS,8/2/2016,19,P-U,FRUEH,P,10210,19050,19070,0,23,23,23,945266,23,0,1005A,,NY,F,1891,3 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
7466347551,HAY3986,NY,PAS,11/23/2016,38,4DSD,HONDA,T,18040,23290,23490,20170813,103,103,103,363505,T402,Y,1009A,,Q,O,152-11,89th Ave,,0,408,h1,,Y,0900A,0700P,BK,,2015,,0,15 4,38-Failure to Display Muni Rec,,,
7070662490,MIH145,SC,PAS,07/25/2016,46,4DSD,DODGE,T,31190,40404,40404,88880088,28,28,28,364009,T103,P,0204P,,NY,F,6769,St Nicholas Ave,,0,408,f1,,,,,RED,,0,,0,E 77,46A-Double Parking (Non-COM),,,
8421021990,T699781C,NY,OMT,09/18/2016,20,SUBN,HONDA,T,18870,10110,10010,20170331,19,19,19,347489,T103,B,0655A,,NY,O,301,E 95th St,,0,408,d,,YYYYYYY,,,GY,,2013,,0,CC1,20A-No Parking (Non-COM),,,
7506353763,35461PC,NY,IRP,09/14/2016,38,TK,KENWO,T,54830,74330,49530,20170531,90,90,90,330711,T301,H,0218P,,K,O,184,Lee Ave,,0,408,h1,,Y,0800A,0400P,WH,,2015,,0,14 3,38-Failure to Display Muni Rec,,,
5092913617,FWG3239,NY,PAS,8/8/2016,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0453A,,BX,,,CROSS BRONX EXPWY (W,/B) @ ROSEDALE AVE,0,1111,D,T,,,,WH,,2008,,0,,FAILURE TO STOP AT RED LIGHT,,,
8255546662,FSM8383,NY,PAS,11/10/2016,37,SUBN,DODGE,T,59990,13890,19190,20181002,112,112,112,364027,T402,G,0141P,0108P,Q,F,98-96,Queens Blvd,,0,408,h1,,Y,0830A,0700P,OTHER,,1998,422-1251,0,03 4,37-Expired Muni Meter,,,
8384009788,HFF3762,NY,PAS,10/6/2016,21,SUBN,CHRYS,T,28470,10620,15620,20180630,47,47,47,357732,T202,A,1008A,,BX,O,828,E 228th St,,0,408,d1,,Y,0930A,1100A,GY,,2007,,0,18 2,21-No Parking (street clean),,,
8472205083,16081TC,NY,TRC,10/21/2016,48,TRAC,KENWO,T,34370,10610,10810,20170630,14,14,14,363065,Manh,L,0509P,,NY,F,232,W 30th St,,0,408,e9,,,,,WHITE,,2005,,0,99 6,48-Bike Lane,,,
8271559205,40655ME,NY,COM,07/29/2016,21,VAN,WORK,T,45590,18730,18750,20171231,19,19,19,355156,T103,A,0746A,,NY,O,1657,York Ave,,0,408,d1,,Y,0730A,0800A,WH,,2004,,0,A 77,21-No Parking (street clean),,,
5094402973,607408,NY,PAS,11/19/2016,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,1257P,,BK,,,ATLANTIC AVE (E/B) @,LOGAN ST,0,1111,D,T,,,,GY,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
7001442057,HHU7117,NY,PAS,10/18/2016,38,4DSD,NISSA,T,37290,16740,16890,20180731,115,115,115,352040,T401,K,0857A,,Q,F,81-17,Broadway,,0,408,h1,,Y,0800A,0700P,BLACK,,2009,,0,46 4,38-Failure to Display Muni Rec,,,
8258039854,XK321A,NJ,PAS,11/2/2016,38,VAN,CHEVR,T,55690,14640,14740,88880088,112,112,112,363035,T402,H,0118P,,Q,F,98-12,Metropolitan Ave,,0,408,h1,,Y,0900A,0700P,WHITE,,0,,0,23 4,38-Failure to Display Muni Rec,,,
4623149043,DTP8063,NY,PAS,9/9/2016,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1143A,,BK,,,WB ATLANTIC AVE @ SH,EPHERD AVE,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5094572740,JLV8490,PA,PAS,12/3/2016,7,CP,CHEVR,V,0,0,0,0,,0,0,0,,,0522P,,QN,,,HOYT AVE (S/B) @ 31S,T ST,0,1111,D,T,,,,,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
7027593865,5AG7400,MD,PAS,09/28/2016,38,4DSD,CHRYS,T,17090,59990,54690,88880088,107,107,107,362587,T402,B,1157A,,Q,F,138-44,84th Dr,,0,408,h1,,Y,0800A,0700P,BLACK,,0,,0,11 4,38-Failure to Display Muni Rec,,,
7027976092,3AVILAS,NY,SRF,09/14/2016,37,SUBN,CHEVR,T,58590,0,0,20170311,107,107,107,362583,T402,G,0405P,1127A,Q,I,E,Parsons Blvd,30ft S/of 87th Ave,0,408,h1,,Y,0900A,0700P,BK,,2004,427-3005,0,SC3,37-Expired Muni Meter,,,
5093865898,HDG4094,NY,PAS,10/12/2016,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0400P,,BK,,,LINDEN BLVD (E/B) @,FOUNTAIN AVE,0,1111,D,T,,,,GY,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
7146746008,HLA3263,NY,PAS,11/7/2016,31,4DSD,MAZDA,T,15640,35780,8890,20180927,115,115,115,353101,T401,G,0243P,,Q,O,37-40,74th St,,0,408,l3,,Y,0800A,0700P,TAN,,2001,,0,23 4,31-No Stand (Com. Mtr. Zone),,,
4006290949,EXN4200,NY,PAS,08/29/2016,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0505P,,BK,,,SB NOSTRAND AVE @ TI,LDEN AVE,0,1111,C,T,,,,TN,,2006,,0,,BUS LANE VIOLATION,,,
8162029643,GRA3278,NY,PAS,10/19/2016,24,SUBN,NISSA,T,82930,87230,45930,20180511,83,83,83,357082,T301,O,0713A,,K,O,132,Stuyvesant Ave,,0,408,d5,,YYYYYYY,0700A,0400P,RD,,2011,,0,F 31,24-No Parking (exc auth veh),,,
8220017880,GZT4668,NY,PAS,8/1/2016,71,SUBN,HONDA,T,64190,25440,25540,20170930,109,109,109,333008,T401,V,0357P,,Q,F,192-33,Station Rd,,0,408,j6,,YYYYYYY,,,GY,,2003,,0,C 41,71A-Insp Sticker Expired (NYS),,,
1384886023,GYD6654,NY,PAS,08/17/2016,67,SDN,MERCU,P,0,40404,40404,20170623,79,79,79,934715,79,0,1035P,1032P,K,F,499,MARAY AVE,,0,408,J6,,BBBBBBB,ALL,ALL,GREY,0,2007,-,0,,,,,
7944394995,59185MA,NY,COM,09/14/2016,37,2DSD,TOYOT,T,17250,10110,10010,20170531,9,9,9,362548,T101,D,0436P,1047A,NY,F,356,E 13th St,,20160914,408,h1,,Y,0900A,0700P,GY,,2007,113-3022,0,70 1,37-Expired Muni Meter,,,
5092767900,HFJ2896,NY,PAS,07/29/2016,7,SUBN,CHRYS,V,0,0,0,0,,0,0,0,,,0415A,,BX,,,W FORDHAM RD (W/B) @,CEDAR AVE,0,1111,D,T,,,,BL,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
8346511590,BPG5506,NY,PAS,9/9/2016,38,4DSD,NISSA,T,0,40404,40404,20180718,108,108,108,357761,T401,G,1242P,,Q,I,,Sunnyside Lot,,0,408,h1,,Y,0800A,1000P,BL,,2009,,0,36 4,38-Failure to Display Muni Rec,,,
8407510725,61767MD,NY,COM,11/11/2016,74,VAN,FORD,T,31090,10110,10010,20170331,9,9,9,361367,T101,C,0820A,,NY,O,70,St Marks Pl,,0,408,j2,,,,,RD,,2006,,0,80 1,74-Missing Display Plate,,,
8151066799,JSC5308,PA,PAS,10/19/2016,20,SUBN,HONDA,T,26030,42730,32790,20160988,75,75,75,354019,T301,Y,0818A,,K,F,234,Chestnut St,,0,408,d,,YYYYY,0800A,0600P,OTHER,,0,,0,A 31,20A-No Parking (Non-COM),,,
7029939888,JOEYK9,NY,SRF,12/3/2016,38,SUBN,HONDA,T,5280,10580,10630,20170725,68,68,68,363060,T302,P,0158P,,K,O,8022,3rd Ave,,0,408,h1,,Y,0830A,0700P,GY,,2012,,0,21 3,38-Failure to Display Muni Rec,,,
7507597039,34756BB,NY,OMR,7/8/2016,77,BUS,FORD,T,67030,65030,41730,20170228,67,67,67,356963,T802,A,0301A,,K,F,1919,Nostrand Ave,,0,408,m5,,,,,WH,,2008,,0,A 31,77-Parked Bus (exc desig area),,,
8205516613,GPU6301,NY,PAS,7/5/2016,70,4DSD,NISSA,T,8290,26545,26540,20160519,111,111,111,363042,T401,V,0529P,,Q,F,214-19,33rd Ave,,0,408,j3,,YYYYYYY,,,BK,,2003,,0,X 41,70A-Reg. Sticker Expired (NYS),,,
8251528562,PWD7420,OH,PAS,12/27/2016,14,VAN,ISUZU,T,24990,24985,13610,20160088,1,1,1,362270,T105,H,0849A,,NY,F,65,Liberty St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,31,14-No Standing,,,
7813968931,EVG2786,NY,PAS,7/8/2016,24,SUBN,ACURA,T,19220,10110,16400,20170221,23,23,23,358228,T103,N,0143P,,NY,F,315,E 113th St,,0,408,d5,,YYYYYYY,0700A,0400P,WH,,2015,,0,03 7,24-No Parking (exc auth veh),,,
4006841784,GRA3853,NY,PAS,12/28/2016,5,SUBN,BMW,V,0,0,0,0,,0,0,0,,,1137A,,BK,,,SB UTICA AVE @ WINTH,ROP ST,0,1111,C,T,,,,GR,,2001,,0,,BUS LANE VIOLATION,,,
7926625759,85913MD,NY,COM,11/16/2016,46,VAN,FRUEH,T,15710,35150,35170,88888888,20,20,20,363110,T103,N,0459P,,NY,F,219,Columbus Ave,,0,408,F1,,,,,BROWN,,2014,,0,33 7,46B-Double Parking (Com-100Ft),,,
8249525061,ZGN4867,PA,PAS,07/14/2016,17,VAN,GMC,T,12950,13113,30650,20160088,1,1,1,363467,T105,C,0309P,,NY,O,56,Beaver St,,0,408,c4,,YYYYY,0700A,0700P,BLUE,,0,,0,47,17-No Stand (exc auth veh),,,
4624605184,GCR9085,NY,PAS,10/5/2016,36,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0139P,,BK,,,NB OCEAN PKWY @ SHOR,E PKWY,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4625546928,FBZ4502,NY,PAS,10/20/2016,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0200P,,BX,,,NB BAILEY AVE @ W 19,3RD ST,0,1180,B,T,,,,TN,,0,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8241509420,T670535C,NY,OMT,7/2/2016,38,4DSD,TOYOT,T,24090,0,0,20170228,103,103,103,347629,T402,X,0952A,,Q,I,W,161st St,95ft S/of 89th Ave,0,408,h1,,Y,0900A,0700P,BK,,2013,,0,19 4,38-Failure to Display Muni Rec,,,
1415077046,T642692,99,999,09/20/2016,21,DELV,TRAIL,S,26630,36930,0,0,71,71,0,539520,KN09,0,1215P,,K,O,,CLARKSON AVE,E 48 ST,0,408,D1,,BYBBYBB,1200P,0130P,RED,0,0,-,0,,,,,
8192017941,HEG3463,NY,OMS,10/27/2016,46,SUBN,MITSU,T,8140,8690,8790,20170930,114,114,114,357693,T401,X,0922A,,Q,O,36-40,31st St,,0,408,f1,,,,,WH,,2016,,0,31-A,46A-Double Parking (Non-COM),,,
8179037952,FJD1622,NY,PAS,09/14/2016,37,SUBN,GMC,T,0,0,0,20170331,62,62,62,349839,T302,B,0116P,1200P,K,I,,Other-See Comments,bensonhurst lot,0,408,h1,,Y,0800A,1000P,RD,,2011,371-3002,0,06 3,37-Expired Muni Meter,,,
7086250429,61472MG,NY,COM,12/12/2016,16,VAN,ME/BE,T,45290,15350,20880,20171031,1,1,1,359568,T105,H,1149A,1046A,NY,O,55,White St,,20161212,408,k2,,YYYYY,0900A,0600P,WHITE,,2014,,0,39,16-No Std (Com Veh) Com Plate,,,
7933934470,FJW1979,NY,PAS,11/20/2016,14,4DSD,AUDI,T,25990,0,0,20170414,1,1,1,363475,T101,H,1131A,,NY,I,E,Mercer St,12ft N/of Prince St,0,408,c,,YYYYYYY,,,BK,,2014,,0,80 1,14-No Standing,,,
4624273138,T698506C,NY,OMT,09/28/2016,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1200P,,BK,,,EB FLATLANDS AVE @ E,58TH ST,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8416509578,85365ME,NY,COM,10/31/2016,47,REFG,HINO,T,17550,10210,10110,20170731,13,13,13,361128,T102,B,1046A,,NY,F,244,E 28th St,,0,408,l2,,Y,0700A,0700P,WH,,2015,,0,01 6,47-Double PKG-Midtown,,,
8102510869,31843MD,NY,COM,08/16/2016,69,VAN,DODGE,T,34350,10510,10610,88888888,14,14,14,361846,T102,B,0327P,,NY,F,104,W 29th St,,0,408,h1,,YYYYY,0800A,0700P,WHITE,,2013,,0,99 6,69-Failure to Disp Muni Recpt,,,
5094767823,HLF5074,NY,PAS,12/19/2016,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0357P,,BX,,,WHITE PLAINS RD (S/B,) @ WATSON AVE,0,1111,D,T,,,,BK,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
1414926340,EMB5441,NY,PAS,10/15/2016,27,SUBN,ME/BE,P,6440,65617,58995,20180929,109,109,109,932677,109,0,0920P,,Q,F,136-05,20 AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,2015,-,0,,,,,
4624203719,GZC6225,NY,PAS,09/28/2016,36,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,1128A,,BK,,,EB SHORE BV. IRWIN S,T - PEMBRKE ST,0,1180,B,T,,,,WH,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4626340313,X80BKS,NJ,PAS,11/3/2016,36,WAGO,NISSA,V,0,0,0,0,,0,0,0,,,1040A,,MN,,,NB 10TH AVE @ W 54TH,ST,0,1180,B,T,,,,GREY,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7074542775,BX1N925,TX,PAS,07/14/2016,38,BOAT,NS/OT,T,59990,16840,16940,88880088,102,102,102,362563,T402,A,1201P,,Q,F,125-26,Queens Blvd,,0,408,h1,,Y,1000A,0700P,SILVE,,0,,0,11 4,38-Failure to Display Muni Rec,,,
5094837515,DTM2458,NY,PAS,12/25/2016,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,1013A,,QN,,,BEACH CHANNEL DR (W/,B) @ B 140TH ST,0,1111,D,T,,,,GY,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
