service_date,day_type,bus,rail_boardings,total_rides
01/20/2007,A,576490,316657,893147
01/21/2007,U,364130,214796,578926
01/22/2007,W,1002003,616824,1618827
01/23/2007,W,1011645,629993,1641638
01/24/2007,W,1006911,629208,1636119
01/25/2007,W,988347,630002,1618349
01/26/2007,W,901880,600561,1502441
01/27/2007,A,578477,314380,892857
01/28/2007,U,345116,199255,544371
01/29/2007,W,945286,594742,1540028
01/30/2007,W,952201,604145,1556346
01/31/2007,W,943384,598814,1542198
02/01/2007,W,1007882,616420,1624302
02/02/2007,W,958446,584607,1543053
02/03/2007,A,454188,247767,701955
02/04/2007,U,266510,162712,429222
02/05/2007,W,761572,500675,1262247
02/06/2007,W,850354,564981,1415335
02/07/2007,W,933093,593113,1526206
02/08/2007,W,948308,591797,1540105
02/09/2007,W,944364,582089,1526453
02/10/2007,A,546086,292046,838132
02/11/2007,U,369026,201895,570921
02/12/2007,W,793846,530211,1324057
02/13/2007,W,805441,607127,1412568
02/14/2007,W,884567,596676,1481243
02/15/2007,W,933588,604415,1538003
02/16/2007,W,928048,589591,1517639
02/17/2007,A,562470,306944,869414
02/18/2007,U,394698,226617,621315
02/19/2007,W,736322,466950,1203272
02/20/2007,W,1030943,626057,1657000
02/21/2007,W,1036604,631249,1667853
02/22/2007,W,1018598,631479,1650077
02/23/2007,W,999849,617663,1617512
02/24/2007,A,544391,302947,847338
02/25/2007,U,331808,195652,527460
02/26/2007,W,953661,597444,1551105
02/27/2007,W,998059,610100,1608159
02/28/2007,W,997324,617882,1615206
03/01/2007,W,991173,616136,1607309
03/02/2007,W,961731,596551,1558282
03/03/2007,A,582869,304060,886929
03/04/2007,U,400292,214735,615027
03/05/2007,W,861145,558483,1419628
03/06/2007,W,1004928,611416,1616344
03/07/2007,W,1000287,611040,1611327
03/08/2007,W,1019684,625383,1645067
03/09/2007,W,1021269,616768,1638037
03/10/2007,A,645222,343183,988405
03/11/2007,U,435861,237257,673118
03/12/2007,W,1009154,613447,1622601
03/13/2007,W,1053169,648460,1701629
03/14/2007,W,1010219,631196,1641415
03/15/2007,W,1011742,635295,1647037
03/16/2007,W,1019835,638871,1658706
03/17/2007,A,622487,432315,1054802
03/18/2007,U,420366,236110,656476
03/19/2007,W,1007874,607303,1615177
03/20/2007,W,1031451,620644,1652095
03/21/2007,W,970928,596843,1567771
03/22/2007,W,1025487,620409,1645896
03/23/2007,W,997803,601679,1599482
03/24/2007,A,619377,326859,946236
03/25/2007,U,442112,267216,709328
03/26/2007,W,1011806,604279,1616085
03/27/2007,W,1010067,606509,1616576
03/28/2007,W,981180,608639,1589819
03/29/2007,W,1014456,626073,1640529
03/30/2007,W,1037493,621496,1658989
03/31/2007,A,608037,323073,931110
04/01/2007,U,425595,222200,647795
04/02/2007,W,936869,574727,1511596
04/03/2007,W,932688,564461,1497149
04/04/2007,W,874823,565985,1440808
04/05/2007,W,892666,577450,1470116
04/06/2007,W,822387,508529,1330916
04/07/2007,A,547926,279962,827888
04/08/2007,U,374365,189557,563922
04/09/2007,W,1002171,601020,1603191
04/10/2007,W,1048978,629888,1678866
04/11/2007,W,921761,585857,1507618
04/12/2007,W,1015749,617734,1633483
04/13/2007,W,946466,621763,1568229
04/14/2007,A,619468,349162,968630
04/15/2007,U,447385,250988,698373
04/16/2007,W,1057373,622244,1679617
04/17/2007,W,1058244,631795,1690039
04/18/2007,W,1030970,617779,1648749
04/19/2007,W,987896,617546,1605442
04/20/2007,W,1049980,647296,1697276
04/21/2007,A,672236,371504,1043740
04/22/2007,U,474187,271708,745895
04/23/2007,W,1021947,617017,1638964
04/24/2007,W,1054294,631249,1685543
04/25/2007,W,927830,604311,1532141
04/26/2007,W,954930,604957,1559887
04/27/2007,W,1017433,617985,1635418
04/28/2007,A,657645,320088,977733
04/29/2007,U,467869,237595,705464
04/30/2007,W,1030435,599953,1630388
05/01/2007,W,1096741,680365,1777106
05/02/2007,W,1067338,617675,1685013
05/03/2007,W,1102282,631926,1734208
05/04/2007,W,1081903,642564,1724467
05/05/2007,A,664729,360852,1025581
05/06/2007,U,470694,266988,737682
05/07/2007,W,1059535,610376,1669911
05/08/2007,W,1079400,648555,1727955
05/09/2007,W,1061512,645132,1706644
05/10/2007,W,1065947,654856,1720803
05/11/2007,W,1050841,668098,1718939
05/12/2007,A,660001,329029,989030
05/13/2007,U,446076,224489,670565
05/14/2007,W,1017451,586905,1604356
05/15/2007,W,999166,604844,1604010
05/16/2007,W,1028004,625297,1653301
05/17/2007,W,1043033,627116,1670149
05/18/2007,W,1044582,643462,1688044
05/19/2007,A,684079,343947,1028026
05/20/2007,U,422463,233007,655470
05/21/2007,W,1039954,614276,1654230
05/22/2007,W,1044661,627087,1671748
05/23/2007,W,1028065,623366,1651431
05/24/2007,W,1009067,617536,1626603
05/25/2007,W,995233,611019,1606252
05/26/2007,A,556682,307727,864409
05/27/2007,U,451833,270636,722469
05/28/2007,U,415256,254935,670191
05/29/2007,W,1024735,622662,1647397
05/30/2007,W,1055384,637763,1693147
05/31/2007,W,997007,612977,1609984
06/01/2007,W,1079848,654251,1734099
06/02/2007,A,680844,367035,1047879
06/03/2007,U,461358,263646,725004
06/04/2007,W,988557,611310,1599867
06/05/2007,W,1067413,643474,1710887
06/06/2007,W,1047624,641107,1688731
06/07/2007,W,1041490,656169,1697659
06/08/2007,W,1025937,653397,1679334
06/09/2007,A,661835,402393,1064228
06/10/2007,U,466294,291979,758273
06/11/2007,W,1000007,645161,1645168
06/12/2007,W,1015390,660899,1676289
06/13/2007,W,955467,654913,1610380
06/14/2007,W,944081,653008,1597089
06/15/2007,W,1018966,670995,1689961
06/16/2007,A,633038,363871,996909
06/17/2007,U,464411,257682,722093
06/18/2007,W,898272,590320,1488592
06/19/2007,W,954392,618913,1573305
06/20/2007,W,952574,625805,1578379
06/21/2007,W,941671,626907,1568578
06/22/2007,W,915690,623048,1538738
06/23/2007,A,576598,336644,913242
06/24/2007,U,451145,346881,798026
06/25/2007,W,922491,619299,1541790
06/26/2007,W,887917,623390,1511307
06/27/2007,W,905210,627568,1532778
06/28/2007,W,927302,620611,1547913
06/29/2007,W,968906,708650,1677556
06/30/2007,A,680629,447188,1127817
07/01/2007,U,495101,354648,849749
07/02/2007,W,955129,644079,1599208
07/03/2007,W,1048504,848262,1896766
07/04/2007,U,486961,349716,836677
07/05/2007,W,933153,655871,1589024
07/06/2007,W,956208,696508,1652716
07/07/2007,A,640418,398525,1038943
07/08/2007,U,443791,287948,731739
07/09/2007,W,896820,587889,1484709
07/10/2007,W,939774,610001,1549775
07/11/2007,W,973860,629790,1603650
07/12/2007,W,962640,631002,1593642
07/13/2007,W,956346,676306,1632652
07/14/2007,A,687968,383132,1071100
07/15/2007,U,489228,289728,778956
07/16/2007,W,939642,627282,1566924
07/17/2007,W,945057,637429,1582486
07/18/2007,W,939708,654848,1594556
07/19/2007,W,935717,648112,1583829
07/20/2007,W,959207,655992,1615199
07/21/2007,A,685445,366356,1051801
07/22/2007,U,480317,266827,747144
07/23/2007,W,937452,613805,1551257
07/24/2007,W,935763,624166,1559929
07/25/2007,W,939278,626658,1565936
07/26/2007,W,919288,624338,1543626
07/27/2007,W,923332,625772,1549104
07/28/2007,A,641760,380163,1021923
07/29/2007,U,457951,272684,730635
07/30/2007,W,917757,620439,1538196
07/31/2007,W,946285,637331,1583616
08/01/2007,W,974958,643448,1618406
08/02/2007,W,944912,650901,1595813
08/03/2007,W,976842,692273,1669115
08/04/2007,A,646378,422115,1068493
08/05/2007,U,457228,332786,790014
08/06/2007,W,908881,591244,1500125
08/07/2007,W,930259,609984,1540243
08/08/2007,W,911127,598593,1509720
08/09/2007,W,921233,610768,1532001
08/10/2007,W,942284,617817,1560101
08/11/2007,A,710009,379200,1089209
08/12/2007,U,472709,262521,735230
08/13/2007,W,901029,574616,1475645
08/14/2007,W,905711,605080,1510791
08/15/2007,W,906121,603458,1509579
08/16/2007,W,910468,620464,1530932
08/17/2007,W,940525,629675,1570200
08/18/2007,A,613516,367895,981411
08/19/2007,U,384648,241159,625807
08/20/2007,W,869663,597026,1466689
08/21/2007,W,927597,600468,1528065
08/22/2007,W,929593,601469,1531062
08/23/2007,W,848806,578731,1427537
08/24/2007,W,886880,605153,1492033
08/25/2007,A,660678,362365,1023043
08/26/2007,U,491356,274617,765973
08/27/2007,W,952232,609440,1561672
08/28/2007,W,986289,648482,1634771
08/29/2007,W,961627,640436,1602063
08/30/2007,W,968474,666661,1635135
08/31/2007,W,1012720,674373,1687093
09/01/2007,A,697334,412998,1110332
09/02/2007,U,506887,328760,835647
09/03/2007,U,461629,275023,736652
09/04/2007,W,1096027,666200,1762227
09/05/2007,W,1097897,689499,1787396
09/06/2007,W,1068817,689347,1758164
09/07/2007,W,1043967,668804,1712771
09/08/2007,A,700510,374022,1074532
09/09/2007,U,484803,266371,751174
09/10/2007,W,1072218,676612,1748830
09/11/2007,W,1108582,679973,1788555
09/12/2007,W,1090043,680733,1770776
09/13/2007,W,1073415,664991,1738406
09/14/2007,W,1070397,669129,1739526
09/15/2007,A,642789,378741,1021530
09/16/2007,U,455579,272814,728393
09/17/2007,W,1080112,675627,1755739
09/18/2007,W,1104193,689330,1793523
09/19/2007,W,1098945,692726,1791671
09/20/2007,W,1085299,682588,1767887
09/21/2007,W,1077275,697999,1775274
09/22/2007,A,678534,361587,1040121
09/23/2007,U,481232,269325,750557
09/24/2007,W,1065887,649262,1715149
09/25/2007,W,1064946,664976,1729922
09/26/2007,W,1009515,660197,1669712
09/27/2007,W,1093222,675936,1769158
09/28/2007,W,1080223,680820,1761043
09/29/2007,A,678705,358750,1037455
09/30/2007,U,463947,239074,703021
10/01/2007,W,1088750,652510,1741260
10/02/2007,W,1129578,669817,1799395
10/03/2007,W,1141300,678734,1820034
10/04/2007,W,1121496,682778,1804274
10/05/2007,W,1108038,681736,1789774
10/06/2007,A,693470,430713,1124183
10/07/2007,U,450253,394647,844900
10/08/2007,W,857090,563619,1420709
10/09/2007,W,1119151,673318,1792469
10/10/2007,W,1075443,666054,1741497
10/11/2007,W,1080412,674960,1755372
10/12/2007,W,1081900,669582,1751482
10/13/2007,A,657864,338481,996345
10/14/2007,U,452914,234730,687644
10/15/2007,W,1087003,651751,1738754
10/16/2007,W,1084935,664961,1749896
10/17/2007,W,1096384,668523,1764907
10/18/2007,W,1056395,666975,1723370
10/19/2007,W,974134,654836,1628970
10/20/2007,A,731918,352442,1084360
10/21/2007,U,499779,243884,743663
10/22/2007,W,1056369,648233,1704602
10/23/2007,W,1088752,662913,1751665
10/24/2007,W,1080803,662981,1743784
10/25/2007,W,1072949,672155,1745104
10/26/2007,W,1061706,659354,1721060
10/27/2007,A,678861,330492,1009353
10/28/2007,U,472765,233248,706013
10/29/2007,W,1049394,639837,1689231
10/30/2007,W,1088015,654838,1742853
10/31/2007,W,1036100,646598,1682698
11/01/2007,W,1102515,662120,1764635
11/02/2007,W,1019370,640204,1659574
11/03/2007,A,718550,331447,1049997
11/04/2007,U,491005,224395,715400
11/05/2007,W,1074116,645467,1719583
11/06/2007,W,1063193,655389,1718582
11/07/2007,W,1010629,643227,1653856
11/08/2007,W,1058758,663386,1722144
11/09/2007,W,1038131,658500,1696631
11/10/2007,A,699360,323757,1023117
11/11/2007,U,462568,216467,679035
11/12/2007,W,843086,551847,1394933
11/13/2007,W,1095253,660671,1755924
11/14/2007,W,1073985,652294,1726279
11/15/2007,W,1056246,653620,1709866
11/16/2007,W,1063833,645494,1709327
11/17/2007,A,651609,373784,1025393
11/18/2007,U,451689,224895,676584
11/19/2007,W,1045626,628079,1673705
11/20/2007,W,1055688,638081,1693769
11/21/2007,W,933046,578739,1511785
11/22/2007,U,294447,157890,452337
11/23/2007,W,619195,356064,975259
11/24/2007,A,541464,285732,827196
11/25/2007,U,396237,221021,617258
11/26/2007,W,1009519,612439,1621958
11/27/2007,W,1044685,629784,1674469
11/28/2007,W,1030447,627268,1657715
11/29/2007,W,1015386,625742,1641128
11/30/2007,W,1064598,631624,1696222
12/01/2007,A,606838,307004,913842
12/02/2007,U,423280,219797,643077
12/03/2007,W,1064265,605852,1670117
12/04/2007,W,1082140,625524,1707664
12/05/2007,W,1024462,623607,1648069
12/06/2007,W,1029586,619960,1649546
12/07/2007,W,956775,609732,1566507
12/08/2007,A,636461,326501,962962
12/09/2007,U,423634,215699,639333
12/10/2007,W,1036018,597674,1633692
12/11/2007,W,1002470,605203,1607673
12/12/2007,W,1051962,615293,1667255
12/13/2007,W,1039827,615948,1655775
12/14/2007,W,1045488,611182,1656670
12/15/2007,A,606795,316867,923662
12/16/2007,U,412777,215055,627832
12/17/2007,W,968005,564404,1532409
12/18/2007,W,1009642,582487,1592129
12/19/2007,W,1027855,587683,1615538
12/20/2007,W,1016117,578637,1594754
12/21/2007,W,1014168,563789,1577957
12/22/2007,A,613180,290854,904034
12/23/2007,U,347895,184560,532455
12/24/2007,W,531176,252649,783825
12/25/2007,U,249699,111582,361281
12/26/2007,W,707668,399662,1107330
12/27/2007,W,773602,462843,1236445
12/28/2007,W,747807,463830,1211637
12/29/2007,A,546998,277819,824817
12/30/2007,U,412003,232213,644216
12/31/2007,W,669463,405727,1075190
01/01/2008,U,295571,174243,469814
01/02/2008,W,699149,471241,1170390
01/03/2008,W,783950,517492,1301442
01/04/2008,W,851632,537002,1388634
01/05/2008,A,568839,280264,849103
01/06/2008,U,415385,207391,622776
01/07/2008,W,988485,588092,1576577
01/08/2008,W,990597,592632,1583229
01/09/2008,W,1023189,604515,1627704
01/10/2008,W,998489,602398,1600887
01/11/2008,W,1022368,602428,1624796
01/12/2008,A,604388,299546,903934
01/13/2008,U,391645,202380,594025
01/14/2008,W,996258,607357,1603615
01/15/2008,W,1013209,616432,1629641
01/16/2008,W,1041939,626138,1668077
01/17/2008,W,998608,619823,1618431
01/18/2008,W,959859,585432,1545291
01/19/2008,A,414819,231306,646125
01/20/2008,U,291354,168692,460046
01/21/2008,W,611887,382753,994640
01/22/2008,W,992432,615285,1607717
01/23/2008,W,974052,605979,1580031
01/24/2008,W,910998,588279,1499277
01/25/2008,W,859813,565226,1425039
01/26/2008,A,572085,293979,866064
01/27/2008,U,413581,213177,626758
01/28/2008,W,1025845,623259,1649104
01/29/2008,W,1011729,627428,1639157
01/30/2008,W,882014,580657,1462671
01/31/2008,W,961357,626504,1587861
02/01/2008,W,911151,593534,1504685
02/02/2008,A,627807,320544,948351
02/03/2008,U,416661,216443,633104
02/04/2008,W,1004041,608975,1613016
02/05/2008,W,1058756,632513,1691269
02/06/2008,W,925504,609115,1534619
02/07/2008,W,1028104,633781,1661885
02/08/2008,W,1031968,622837,1654805
02/09/2008,A,627412,319751,947163
02/10/2008,U,300232,176228,476460
02/11/2008,W,818840,559672,1378512
02/12/2008,W,819820,553554,1373374
02/13/2008,W,1039517,630232,1669749
02/14/2008,W,1074632,640598,1715230
02/15/2008,W,1036232,618258,1654490
02/16/2008,A,649814,336935,986749
02/17/2008,U,411858,218846,630704
02/18/2008,W,715974,456610,1172584
02/19/2008,W,967658,595964,1563622
02/20/2008,W,961552,601847,1563399
02/21/2008,W,1001382,615384,1616766
02/22/2008,W,1021900,610589,1632489
02/23/2008,A,648822,325327,974149
02/24/2008,U,439134,222548,661682
02/25/2008,W,1003187,602866,1606053
02/26/2008,W,970886,605240,1576126
02/27/2008,W,1019462,617002,1636464
02/28/2008,W,1028392,620602,1648994
02/29/2008,W,1049773,618230,1668003
03/01/2008,A,668866,322061,990927
03/02/2008,U,465660,229531,695191
03/03/2008,W,890785,556767,1447552
03/04/2008,W,1053813,619343,1673156
03/05/2008,W,1059027,620660,1679687
03/06/2008,W,1055418,624362,1679780
03/07/2008,W,1031200,604635,1635835
03/08/2008,A,590236,294749,884985
03/09/2008,U,415621,215690,631311
03/10/2008,W,1024901,606737,1631638
03/11/2008,W,1062865,633917,1696782
03/12/2008,W,1068268,640051,1708319
03/13/2008,W,1070019,642018,1712037
03/14/2008,W,1077635,647279,1724914
03/15/2008,A,645518,407380,1052898
03/16/2008,U,447363,243823,691186
03/17/2008,W,897500,584885,1482385
03/18/2008,W,909978,593247,1503225
03/19/2008,W,945983,608639,1554622
03/20/2008,W,955273,600735,1556008
03/21/2008,W,767583,493573,1261156
03/22/2008,A,589688,288852,878540
03/23/2008,U,401640,192284,593924
03/24/2008,W,1001268,570762,1572030
03/25/2008,W,1036465,596853,1633318
03/26/2008,W,1050176,603440,1653616
03/27/2008,W,986130,588572,1574702
03/28/2008,W,1053516,604448,1657964
03/29/2008,A,688035,319080,1007115
03/30/2008,U,442777,233663,676440
03/31/2008,W,1008940,622143,1631083
04/01/2008,W,1114418,637976,1752394
04/02/2008,W,1118495,661969,1780464
04/03/2008,W,1112511,663802,1776313
04/04/2008,W,1115690,653351,1769041
04/05/2008,A,765299,356215,1121514
04/06/2008,U,523895,249096,772991
04/07/2008,W,1084375,638419,1722794
04/08/2008,W,1063269,628618,1691887
04/09/2008,W,1092341,646940,1739281
04/10/2008,W,994944,620427,1615371
04/11/2008,W,999556,629067,1628623
04/12/2008,A,664161,302616,966777
04/13/2008,U,479293,216008,695301
04/14/2008,W,1088485,635754,1724239
04/15/2008,W,1127401,649135,1776536
04/16/2008,W,1064026,661463,1725489
04/17/2008,W,1091387,665873,1757260
04/18/2008,W,1097367,652105,1749472
04/19/2008,A,686540,340662,1027202
04/20/2008,U,519280,266945,786225
04/21/2008,W,1088521,651232,1739753
04/22/2008,W,1085729,671423,1757152
04/23/2008,W,1055157,650232,1705389
04/24/2008,W,1021163,649514,1670677
04/25/2008,W,1054844,629468,1684312
04/26/2008,A,698927,319314,1018241
04/27/2008,U,481571,225896,707467
04/28/2008,W,1009567,606882,1616449
04/29/2008,W,1091930,652034,1743964
04/30/2008,W,1104713,662503,1767216
05/01/2008,W,1129443,680679,1810122
05/02/2008,W,1082350,641332,1723682
05/03/2008,A,716121,344446,1060567
05/04/2008,U,536640,245821,782461
05/05/2008,W,1111775,633266,1745041
05/06/2008,W,1122716,651484,1774200
05/07/2008,W,1045666,631068,1676734
05/08/2008,W,1112033,655364,1767397
05/09/2008,W,1117011,659889,1776900
05/10/2008,A,742741,326525,1069266
05/11/2008,U,409987,193452,603439
05/12/2008,W,1070403,630574,1700977
05/13/2008,W,1092576,652724,1745300
05/14/2008,W,1083589,650904,1734493
05/15/2008,W,1092014,662730,1754744
05/16/2008,W,1110816,668057,1778873
05/17/2008,A,749048,350884,1099932
05/18/2008,U,518114,248679,766793
05/19/2008,W,1076847,614865,1691712
05/20/2008,W,1085719,634661,1720380
05/21/2008,W,1108988,647342,1756330
05/22/2008,W,1097500,649513,1747013
05/23/2008,W,1074370,622769,1697139
05/24/2008,A,692374,371905,1064279
05/25/2008,U,502997,284612,787609
05/26/2008,U,460848,274870,735718
05/27/2008,W,1026141,626634,1652775
05/28/2008,W,1105899,647402,1753301
05/29/2008,W,1090598,653634,1744232
05/30/2008,W,1079526,637842,1717368
05/31/2008,A,788945,374327,1163272
06/01/2008,U,566162,279274,845436
06/02/2008,W,1098574,638006,1736580
06/03/2008,W,1073873,643040,1716913
06/04/2008,W,1114498,656098,1770596
06/05/2008,W,1104182,673642,1777824
06/06/2008,W,1087144,661938,1749082
06/07/2008,A,708308,358623,1066931
06/08/2008,U,494209,281814,776023
06/09/2008,W,1032999,630410,1663409
06/10/2008,W,1117614,685952,1803566
06/11/2008,W,1100852,696784,1797636
06/12/2008,W,1026283,681143,1707426
06/13/2008,W,1084190,655268,1739458
06/14/2008,A,785252,368109,1153361
06/15/2008,U,495972,235961,731933
06/16/2008,W,999214,614395,1613609
06/17/2008,W,1033341,643362,1676703
06/18/2008,W,1043814,654284,1698098
06/19/2008,W,1037717,659852,1697569
06/20/2008,W,996558,662324,1658882
06/21/2008,A,741561,399150,1140711
06/22/2008,U,531761,282226,813987
06/23/2008,W,1019631,625987,1645618
06/24/2008,W,1046337,666522,1712859
06/25/2008,W,1005969,662936,1668905
06/26/2008,W,1052301,685526,1737827
06/27/2008,W,1019687,693555,1713242
06/28/2008,A,730245,483016,1213261
06/29/2008,U,505046,412562,917608
06/30/2008,W,1037295,679631,1716926
07/01/2008,W,1098281,694175,1792456
07/02/2008,W,1043654,675750,1719404
07/03/2008,W,1143777,905742,2049519
07/04/2008,U,606974,421170,1028144
07/05/2008,A,675949,409554,1085503
07/06/2008,U,520542,324341,844883
07/07/2008,W,990782,608485,1599267
07/08/2008,W,1052665,666338,1719003
07/09/2008,W,1093064,686636,1779700
07/10/2008,W,1029219,674645,1703864
07/11/2008,W,1059114,682404,1741518
07/12/2008,A,718369,361910,1080279
07/13/2008,U,553236,291565,844801
07/14/2008,W,1058694,637119,1695813
07/15/2008,W,1088616,655456,1744072
07/16/2008,W,1063054,651228,1714282
07/17/2008,W,1070349,656485,1726834
07/18/2008,W,1050847,664271,1715118
07/19/2008,A,675968,342834,1018802
07/20/2008,U,546570,284611,831181
07/21/2008,W,1024212,635587,1659799
07/22/2008,W,1077279,666303,1743582
07/23/2008,W,1082583,672801,1755384
07/24/2008,W,1062708,695993,1758701
07/25/2008,W,1032058,683549,1715607
07/26/2008,A,733901,446775,1180676
07/27/2008,U,520244,291389,811633
07/28/2008,W,996509,622637,1619146
07/29/2008,W,1014276,654547,1668823
07/30/2008,W,1009837,641527,1651364
07/31/2008,W,976117,652936,1629053
08/01/2008,W,1081564,766911,1848475
08/02/2008,A,764749,502705,1267454
08/03/2008,U,549191,403165,952356
08/04/2008,W,929003,636533,1565536
08/05/2008,W,997379,673384,1670763
08/06/2008,W,1020516,684080,1704596
08/07/2008,W,1024746,683487,1708233
08/08/2008,W,1041165,713105,1754270
08/09/2008,A,770627,431699,1202326
08/10/2008,U,542860,314698,857558
08/11/2008,W,969826,623874,1593700
08/12/2008,W,989226,632942,1622168
08/13/2008,W,973719,627548,1601267
08/14/2008,W,993155,638565,1631720
08/15/2008,W,1038006,651338,1689344
08/16/2008,A,748347,414784,1163131
08/17/2008,U,539476,317781,857257
08/18/2008,W,974311,621522,1595833
08/19/2008,W,1012560,662493,1675053
08/20/2008,W,1019019,671769,1690788
08/21/2008,W,1006682,679508,1686190
08/22/2008,W,1009399,677130,1686529
08/23/2008,A,750128,387758,1137886
08/24/2008,U,547427,295072,842499
08/25/2008,W,1012339,631974,1644313
08/26/2008,W,1051063,653148,1704211
08/27/2008,W,1040926,650396,1691322
08/28/2008,W,1022254,678635,1700889
08/29/2008,W,1080840,681463,1762303
08/30/2008,A,766930,395205,1162135
08/31/2008,U,557427,325462,882889
09/01/2008,U,500748,293458,794206
09/02/2008,W,1131494,681719,1813213
09/03/2008,W,1166955,710304,1877259
09/04/2008,W,1025296,653827,1679123
09/05/2008,W,1171756,698545,1870301
09/06/2008,A,778425,416356,1194781
09/07/2008,U,529779,273883,803662
09/08/2008,W,1058699,651127,1709826
09/09/2008,W,1176865,712792,1889657
09/10/2008,W,1167063,719905,1886968
09/11/2008,W,1156490,719806,1876296
09/12/2008,W,1120112,700943,1821055
09/13/2008,A,597639,317145,914784
09/14/2008,U,399483,231026,630509
09/15/2008,W,1140716,692029,1832745
09/16/2008,W,1168626,731344,1899970
09/17/2008,W,1172871,740575,1913446
09/18/2008,W,1169932,739141,1909073
09/19/2008,W,1174967,743560,1918527
09/20/2008,A,791707,447679,1239386
09/21/2008,U,551489,317922,869411
09/22/2008,W,1140486,690356,1830842
09/23/2008,W,1163232,707370,1870602
09/24/2008,W,1148720,713572,1862292
09/25/2008,W,1162318,720003,1882321
09/26/2008,W,1090515,708141,1798656
09/27/2008,A,753562,409500,1163062
09/28/2008,U,508469,280560,789029
09/29/2008,W,1074139,671489,1745628
09/30/2008,W,1137377,706085,1843462
10/01/2008,W,1197836,724444,1922280
10/02/2008,W,1180204,731452,1911656
10/03/2008,W,1211992,706967,1918959
10/04/2008,A,778642,387182,1165824
10/05/2008,U,512429,271121,783550
10/06/2008,W,1166019,698883,1864902
10/07/2008,W,1133103,689214,1822317
10/08/2008,W,1141745,693515,1835260
10/09/2008,W,1161478,703190,1864668
10/10/2008,W,1169810,716085,1885895
10/11/2008,A,750797,444185,1194982
10/12/2008,U,495211,436316,931527
10/13/2008,W,909500,599831,1509331
10/14/2008,W,1165787,704419,1870206
10/15/2008,W,1115651,694445,1810096
10/16/2008,W,1166556,715760,1882316
10/17/2008,W,1162723,709679,1872402
10/18/2008,A,766941,425998,1192939
10/19/2008,U,537382,296713,834095
10/20/2008,W,1092061,674708,1766769
10/21/2008,W,1158146,701303,1859449
10/22/2008,W,1149832,699333,1849165
10/23/2008,W,1144729,703527,1848256
10/24/2008,W,1036465,675065,1711530
10/25/2008,A,718718,391521,1110239
10/26/2008,U,492388,269253,761641
10/27/2008,W,1085873,677343,1763216
10/28/2008,W,1129560,690269,1819829
10/29/2008,W,1123289,696994,1820283
10/30/2008,W,1142793,709395,1852188
10/31/2008,W,1135299,709363,1844662
11/01/2008,A,734026,385865,1119891
11/02/2008,U,525585,278142,803727
11/03/2008,W,1178414,690751,1869165
11/04/2008,W,1152333,786405,1938738
11/05/2008,W,1156522,715659,1872181
11/06/2008,W,1101916,691666,1793582
11/07/2008,W,1040709,678770,1719479
11/08/2008,A,675404,398288,1073692
11/09/2008,U,475132,267029,742161
11/10/2008,W,1000224,656658,1656882
11/11/2008,W,891353,599602,1490955
11/12/2008,W,1081236,679826,1761062
11/13/2008,W,1074912,684049,1758961
11/14/2008,W,1133869,683123,1816992
11/15/2008,A,688151,374896,1063047
11/16/2008,U,459244,245130,704374
11/17/2008,W,1080548,652199,1732747
11/18/2008,W,1093821,666335,1760156
11/19/2008,W,1114917,670515,1785432
11/20/2008,W,1085367,670667,1756034
11/21/2008,W,1087614,657879,1745493
11/22/2008,A,697641,417656,1115297
11/23/2008,U,477070,243556,720626
11/24/2008,W,1060943,638066,1699009
11/25/2008,W,1088066,653433,1741499
11/26/2008,W,1032378,599978,1632356
11/27/2008,U,350071,189458,539529
11/28/2008,W,668376,363454,1031830
11/29/2008,A,595913,320575,916488
11/30/2008,U,384770,217697,602467
12/01/2008,W,1060059,635852,1695911
12/02/2008,W,1095425,652324,1747749
12/03/2008,W,1115007,658630,1773637
12/04/2008,W,1063682,651130,1714812
12/05/2008,W,1028359,628044,1656403
12/06/2008,A,596202,347667,943869
12/07/2008,U,406475,241719,648194
12/08/2008,W,1039370,618281,1657651
12/09/2008,W,1000971,619711,1620682
12/10/2008,W,1041145,640709,1681854
12/11/2008,W,1059298,653239,1712537
12/12/2008,W,1016010,626638,1642648
12/13/2008,A,625939,350799,976738
12/14/2008,U,440496,247568,688064
12/15/2008,W,899917,564467,1464384
12/16/2008,W,906945,632719,1539664
12/17/2008,W,982687,615707,1598394
12/18/2008,W,995662,618571,1614233
12/19/2008,W,894131,596207,1490338
12/20/2008,A,589697,335672,925369
12/21/2008,U,280044,172052,452096
12/22/2008,W,703302,474711,1178013
12/23/2008,W,742980,501283,1244263
12/24/2008,W,626374,339616,965990
12/25/2008,U,238727,113322,352049
12/26/2008,W,564107,321342,885449
12/27/2008,A,510369,254291,764660
12/28/2008,U,397897,219334,617231
12/29/2008,W,813142,503359,1316501
12/30/2008,W,820666,523516,1344182
12/31/2008,W,743027,480797,1223824
01/01/2009,U,338779,238590,577369
01/02/2009,W,765802,443439,1209241
01/03/2009,A,580506,293634,874140
01/04/2009,U,402180,213098,615278
01/05/2009,W,1012207,591455,1603662
01/06/2009,W,1006184,600314,1606498
01/07/2009,W,991858,606481,1598339
01/08/2009,W,1000931,606524,1607455
01/09/2009,W,985250,625043,1610293
01/10/2009,A,521906,304657,826563
01/11/2009,U,390151,219600,609751
01/12/2009,W,1009651,629944,1639595
01/13/2009,W,952091,615363,1567454
01/14/2009,W,905548,620646,1526194
